geo,time,exports_percent_of_gdp
mdg,2010,23.76
mdg,2011,26.06
mwi,1961,20.61
mwi,1962,21.41
mwi,1963,21.86
mwi,1964,19.48
mwi,1965,19.46
mwi,1966,21.51
mwi,1967,24.05
mwi,1968,23.84
mwi,1969,23.48
mwi,1970,24.25
mwi,1971,23.45
mwi,1972,23.29
mwi,1973,27.64
mwi,1974,28.02
mwi,1975,29.13
mwi,1976,30.44
mwi,1977,30
mwi,1978,23.19
mwi,1979,23.19
mwi,1980,24.84
mwi,1981,25.67
mwi,1982,22.5
mwi,1983,20.75
mwi,1984,28.37
mwi,1985,24.19
mwi,1986,22.91
mwi,1987,25.45
mwi,1988,23.32
mwi,1989,18.78
mwi,1990,23.78
mwi,1991,23.27
mwi,1992,23.21
mwi,1993,16.13
mwi,1994,29.63
mwi,1995,30.37
mwi,1996,22.83
mwi,1997,21.36
mwi,1998,32.77
mwi,1999,28.02
mwi,2000,25.6
mwi,2001,27.99
mwi,2002,20.8
mwi,2003,26.7
mwi,2004,24.96
mwi,2005,24.05
mwi,2006,22.62
mwi,2007,28.33
mwi,2008,28.19
mwi,2009,24.65
mwi,2010,29.38
mwi,2011,29.59
mys,1961,46.1
mys,1962,44.17
mys,1963,42.56
mys,1964,40.84
mys,1965,41.83
mys,1966,40.21
mys,1967,37.34
mys,1968,39.44
mys,1969,42.9
mys,1970,41.41
mys,1971,38.22
mys,1972,34.02
mys,1973,39.18
mys,1974,45.63
mys,1975,43.02
mys,1976,48.95
mys,1977,47.36
mys,1978,48.32
mys,1979,55.18
mys,1980,56.69
mys,1981,51.56
mys,1982,50.13
mys,1983,50.42
mys,1984,53.46
mys,1985,54.09
mys,1986,55.46
mys,1987,62.89
mys,1988,66.42
mys,1989,71.38
mys,1990,74.54
mys,1991,77.83
mys,1992,75.98
mys,1993,78.92
mys,1994,89.15
mys,1995,94.09
mys,1996,91.58
mys,1997,93.29
mys,1998,115.7
mys,1999,121.3
mys,2000,119.8
mys,2001,110.4
mys,2002,108.3
mys,2003,106.9
mys,2004,115.4
mys,2005,112.9
mys,2006,112.2
mys,2007,106.2
mys,2008,99.5
mys,2009,91.42
mys,2010,93.75
mys,2011,91.56
mdv,1980,153.5
mdv,1981,166.4
mdv,1982,159.8
mdv,1983,132.6
mdv,1984,77.17
mdv,1985,71.64
mdv,1986,68.08
mdv,1987,78.72
mdv,1988,75.86
mdv,1989,79.19
mdv,1990,85.45
mdv,1991,76.93
mdv,1992,78.03
mdv,1993,67.13
mdv,1994,77.74
mdv,1995,92.66
mdv,1996,91.71
mdv,1997,91.22
mdv,1998,92.43
mdv,1999,90.51
mdv,2000,89.47
mdv,2001,57.86
mdv,2002,59.79
mdv,2003,61.47
mdv,2004,64.03
mdv,2005,48.82
mdv,2006,59.63
mdv,2007,105.1
mdv,2008,95.34
mdv,2009,82.66
mdv,2010,96.72
mdv,2011,113.5
mli,1967,11.36
mli,1968,10.22
mli,1969,11.2
mli,1970,12.47
mli,1971,13.42
mli,1972,10.03
mli,1973,10.19
mli,1974,12.72
mli,1975,9.661
mli,1976,11.01
mli,1977,12.76
mli,1978,11.6
mli,1979,11.99
mli,1980,14.7
mli,1981,13.43
mli,1982,14.33
mli,1983,16.14
mli,1984,17.8
mli,1985,16.76
mli,1986,15.31
mli,1987,16.56
mli,1988,16.37
mli,1989,16.66
mli,1990,17.15
mli,1991,18.24
mli,1992,15.43
mli,1993,15.84
mli,1994,23.01
mli,1995,21.11
mli,1996,20.03
mli,1997,26.12
mli,1998,24.79
mli,1999,26.45
mli,2000,26.78
mli,2001,33.3
mli,2002,31.88
mli,2003,26.42
mli,2004,25.38
mli,2005,25.62
mli,2006,32.11
mli,2007,26.18
mlt,1970,44.18
mlt,1971,45.51
mlt,1972,46.53
mlt,1973,57.9
mlt,1974,74.64
mlt,1975,73.69
mlt,1976,75.41
mlt,1977,76.92
mlt,1978,73.55
mlt,1979,79.39
mlt,1980,80.93
mlt,1981,72.54
mlt,1982,61.6
mlt,1983,59.81
mlt,1984,62.42
mlt,1985,64.5
mlt,1986,64.33
mlt,1987,69.58
mlt,1988,70.41
mlt,1989,72.13
mlt,1990,75.83
mlt,1991,77.37
mlt,1992,81.76
mlt,1993,84.81
mlt,1994,85.96
mlt,1995,83.08
mlt,1996,77.42
mlt,1997,76.28
mlt,1998,78.88
mlt,1999,82.88
mlt,2000,90.56
mlt,2001,80.45
mlt,2002,83.12
mlt,2003,78.83
mlt,2004,78.41
mlt,2005,76.81
mlt,2006,86.49
mlt,2007,89.22
mlt,2008,87.78
mlt,2009,78.78
mlt,2010,88.18
mlt,2011,97.98
mrt,1961,14.34
mrt,1962,14.53
mrt,1963,25.2
mrt,1964,43.54
mrt,1965,42.19
mrt,1966,43
mrt,1967,41.61
mrt,1968,38
mrt,1969,38.84
mrt,1970,40.81
mrt,1971,40.22
mrt,1972,48.22
mrt,1973,46.83
mrt,1974,48.3
mrt,1975,38.44
mrt,1976,37.94
mrt,1977,32.78
mrt,1978,33.37
mrt,1979,33.19
mrt,1980,36.82
mrt,1981,45.07
mrt,1982,40.06
mrt,1983,45.74
mrt,1984,45.59
mrt,1985,59.91
mrt,1986,56.15
mrt,1987,49.09
mrt,1988,50.27
mrt,1989,49.83
mrt,1990,45.64
mrt,1991,34.74
mrt,1992,31.49
mrt,1993,34.66
mrt,1994,48.54
mrt,1995,58.03
mrt,1996,55.78
mrt,1997,44.83
mrt,1998,30.86
mrt,1999,27.24
mrt,2000,29.96
mrt,2001,29.4
mrt,2002,28.34
mrt,2003,21.45
mrt,2004,25.65
mrt,2005,30.72
mrt,2006,47.81
mrt,2007,43.18
mrt,2008,58.96
mrt,2009,50.24
mrt,2010,62.01
mrt,2011,74.11
mus,1976,50.55
mus,1977,48.6
mus,1978,43.04
mus,1979,42.49
mus,1980,50.95
mus,1981,44.54
mus,1982,46.96
mus,1983,46.45
mus,1984,48.47
mus,1985,53.3
mus,1986,60.25
mus,1987,64.3
mus,1988,64.45
mus,1989,63.93
mus,1990,64.96
mus,1991,62.31
mus,1992,59.3
mus,1993,58.24
mus,1994,56.72
mus,1995,58.66
mus,1996,63.59
mus,1997,61.46
mus,1998,65.68
mus,1999,63.94
mus,2000,61.39
mus,2001,68.46
mus,2002,61.82
mus,2003,56.68
mus,2004,54.02
mus,2005,59.85
mus,2006,61.61
mus,2007,57.86
mus,2008,52.93
mus,2009,48.96
mus,2010,52.53
mus,2011,54.13
mex,1961,8.416
mex,1962,8.557
mex,1963,8.332
mex,1964,7.637
mex,1965,7.638
mex,1966,7.466
mex,1967,6.869
mex,1968,7.037
mex,1969,7.538
mex,1970,7.75
mex,1971,7.64
mex,1972,8.064
mex,1973,8.413
mex,1974,8.411
mex,1975,6.894
mex,1976,8.49
mex,1977,10.32
mex,1978,10.47
mex,1979,11.19
mex,1980,10.71
mex,1981,10.41
mex,1982,15.33
mex,1983,19
mex,1984,17.38
mex,1985,15.41
mex,1986,17.34
mex,1987,19.5
mex,1988,19.93
mex,1989,19
mex,1990,18.6
mex,1991,16.36
mex,1992,15.24
mex,1993,15.25
mex,1994,16.79
mex,1995,30.36
mex,1996,32.08
mex,1997,30.27
mex,1998,30.69
mex,1999,30.74
mex,2000,30.94
mex,2001,27.56
mex,2002,26.82
mex,2003,25.35
mex,2004,26.61
mex,2005,27.1
mex,2006,27.97
mex,2007,27.93
mex,2008,28.05
mex,2009,27.72
mex,2010,30.31
mex,2011,31.67
fsm,1983,3.38
mda,1990,48.22
mda,1991,32.43
mda,1992,38.94
mda,1993,21.12
mda,1994,38.24
mda,1995,49.35
mda,1996,55.27
mda,1997,54.79
mda,1998,48.53
mda,1999,52.09
mda,2000,49.78
mda,2001,49.85
mda,2002,52.74
mda,2003,53.48
mda,2004,50.71
mda,2005,51.14
mda,2006,45.26
mda,2007,47.45
mda,2008,40.82
mda,2009,36.87
mda,2010,39.23
mda,2011,45.02
mng,1981,23.87
mng,1982,26.26
mng,1983,26.61
mng,1984,29.18
mng,1985,26.73
mng,1986,30.18
mng,1987,30.8
mng,1988,28.45
mng,1989,22.49
mng,1990,18.27
mng,1991,54.07
mng,1992,28.93
mng,1993,59.33
mng,1994,44.63
mng,1995,40.54
mng,1996,35.52
mng,1997,52.67
mng,1998,47.84
mng,1999,50.16
mng,2000,54
mng,2001,50.32
mng,2002,50.73
mng,2003,52.35
mng,2004,60.79
mng,2005,58.77
mng,2006,59.44
mng,2007,59.61
mng,2008,54.02
mng,2009,50.28
mng,2010,54.7
mng,2011,62.34
mne,2000,36.81
mne,2001,38.42
mne,2002,35.36
mne,2003,30.61
mne,2004,42.02
mne,2005,46.8
mne,2006,48.45
mne,2007,43.71
mne,2008,38.83
mne,2009,32.08
mne,2010,34.71
mne,2011,40.18
mar,1961,21.75
mar,1962,18.02
mar,1963,17.92
mar,1964,19.49
mar,1965,18.16
mar,1966,18.96
mar,1967,17.9
mar,1968,18.48
mar,1969,18.38
mar,1970,17.64
mar,1971,16.95
mar,1972,18.57
mar,1973,20.84
mar,1974,27.56
mar,1975,22.47
mar,1976,17.92
mar,1977,16.9
mar,1978,16.37
mar,1979,17.01
mar,1980,17.39
mar,1981,20.17
mar,1982,19.25
mar,1983,21.27
mar,1984,23.82
mar,1985,25.35
mar,1986,22.01
mar,1987,23.61
mar,1988,25.93
mar,1989,23.6
mar,1990,26.45
mar,1991,24.11
mar,1992,25.08
mar,1993,26.07
mar,1994,24.89
mar,1995,27.42
mar,1996,26.28
mar,1997,28.46
mar,1998,24.41
mar,1999,26.32
mar,2000,27.98
mar,2001,29.41
mar,2002,30.15
mar,2003,28.66
mar,2004,29.37
mar,2005,32.31
mar,2006,34.2
mar,2007,35.75
mar,2008,37.48
mar,2009,28.7
mar,2010,33
mar,2011,34.59
moz,1980,10.86
moz,1981,9.95
moz,1982,8.314
moz,1983,6.117
moz,1984,4.146
moz,1985,2.86
moz,1986,2.525
moz,1987,6.641
moz,1988,8.071
moz,1989,8.223
moz,1990,8.174
moz,1991,10.16
moz,1992,13.05
moz,1993,12.93
moz,1994,14.07
moz,1995,15.6
moz,1996,14.79
moz,1997,13.35
moz,1998,12.25
moz,1999,13.17
moz,2000,16.48
moz,2001,23.39
moz,2002,27.34
moz,2003,28.89
moz,2004,30.88
moz,2005,31.73
moz,2006,38.36
moz,2007,35.35
moz,2008,32.27
moz,2009,24.79
moz,2010,26.28
moz,2011,28.9
mmr,1961,16.49
mmr,1962,20.54
mmr,1963,17.94
mmr,1964,17.22
mmr,1965,14.49
mmr,1966,13.78
mmr,1967,9.54
mmr,1968,5.524
mmr,1969,5.567
mmr,1970,5.214
mmr,1971,5.595
mmr,1972,6.164
mmr,1973,5.795
mmr,1974,6.016
mmr,1975,5.401
mmr,1976,5.305
mmr,1977,6.327
mmr,1978,5.484
mmr,1979,8.222
mmr,1980,9.099
mmr,1981,8.862
mmr,1982,7.02
mmr,1983,6.77
mmr,1984,5.845
mmr,1985,4.583
mmr,1986,4.098
mmr,1987,2.409
mmr,1988,3.116
mmr,1989,2.934
mmr,1990,1.943
mmr,1991,1.566
mmr,1992,1.439
mmr,1993,1.173
mmr,1994,1.143
mmr,1995,0.8323
mmr,1996,0.6929
mmr,1997,0.5759
mmr,1998,0.4179
mmr,1999,0.3216
mmr,2000,0.4946
mmr,2001,0.4608
mmr,2002,0.3547
mmr,2003,0.183
mmr,2004,0.1839
nam,1980,78.92
nam,1981,65.3
nam,1982,61.75
nam,1983,53.89
nam,1984,54.67
nam,1985,61.49
nam,1986,67.22
nam,1987,55.47
nam,1988,54.45
nam,1989,58.51
nam,1990,51.92
nam,1991,53.12
nam,1992,52.19
nam,1993,51.9
nam,1994,48.49
nam,1995,49.49
nam,1996,50.58
nam,1997,47.53
nam,1998,45.97
nam,1999,46.16
nam,2000,40.88
nam,2001,41.17
nam,2002,46
nam,2003,43.39
nam,2004,39.81
nam,2005,40.45
nam,2006,39.85
nam,2007,50.73
nam,2008,54.16
nam,2009,48.16
nam,2010,42.55
nam,2011,42.63
npl,1965,7.765
npl,1966,5.645
npl,1967,6.875
npl,1968,6.845
npl,1969,7.013
npl,1970,4.904
npl,1971,5.404
npl,1972,5.661
npl,1973,6.61
npl,1974,5.45
npl,1975,8.901
npl,1976,10.77
npl,1977,11.79
npl,1978,10.57
npl,1979,11.78
npl,1980,11.54
npl,1981,12.9
npl,1982,11.59
npl,1983,10.23
npl,1984,10.65
npl,1985,11.53
npl,1986,11.66
npl,1987,11.81
npl,1988,11.45
npl,1989,11.07
npl,1990,10.53
npl,1991,11.49
npl,1992,15.96
npl,1993,18.43
npl,1994,18.99
npl,1995,24.97
npl,1996,22.82
npl,1997,26.33
npl,1998,22.82
npl,1999,22.85
npl,2000,23.28
npl,2001,20.8
npl,2002,17.74
npl,2003,15.7
npl,2004,16.68
npl,2005,14.58
npl,2006,13.45
npl,2007,13.05
npl,2008,12.12
npl,2009,15.26
npl,2010,9.575
npl,2011,8.9
nld,1961,46.61
nld,1962,45.94
nld,1963,46.03
nld,1964,44.61
nld,1965,42.81
nld,1966,41.65
nld,1967,40.47
nld,1968,40.94
nld,1969,42.46
nld,1970,44.76
nld,1971,45.03
nld,1972,44.99
nld,1973,46.84
nld,1974,53.35
nld,1975,49.08
nld,1976,50.08
nld,1977,47.2
nld,1978,45.21
nld,1979,49.65
nld,1980,52.31
nld,1981,56.95
nld,1982,56.96
nld,1983,56.64
nld,1984,60.59
nld,1985,62.15
nld,1986,52.69
nld,1987,51.3
nld,1988,53.68
nld,1989,57.09
nld,1990,56.45
nld,1991,57.17
nld,1992,55.38
nld,1993,54.58
nld,1994,56.79
nld,1995,59.37
nld,1996,59.63
nld,1997,63.32
nld,1998,62.56
nld,1999,63.04
nld,2000,70.08
nld,2001,67.28
nld,2002,64.15
nld,2003,63
nld,2004,66.39
nld,2005,69.62
nld,2006,72.84
nld,2007,74.2
nld,2008,76.28
nld,2009,68.57
nld,2010,78.22
nld,2011,83
ncl,1990,18.49
ncl,1991,16.91
ncl,1992,13.71
ncl,1993,13.11
ncl,1994,13.6
ncl,1995,15.56
ncl,1996,15.35
ncl,1997,16.49
ncl,1998,11.99
ncl,1999,13.08
nzl,1971,22.61
nzl,1972,24.6
nzl,1973,24.14
nzl,1974,20.73
nzl,1975,23.27
nzl,1976,26.89
nzl,1977,26.4
nzl,1978,26.9
nzl,1979,28.94
nzl,1980,29.12
nzl,1981,28.26
nzl,1982,28.05
nzl,1983,28.6
nzl,1984,31.8
nzl,1985,29.13
nzl,1986,26.35
nzl,1987,25.78
nzl,1988,25.95
nzl,1989,26.07
nzl,1990,26.53
nzl,1991,28.91
nzl,1992,30.93
nzl,1993,30.27
nzl,1994,30.32
nzl,1995,28.69
nzl,1996,27.73
nzl,1997,27.7
nzl,1998,28.98
nzl,1999,30.16
nzl,2000,35.03
nzl,2001,34.59
nzl,2002,32.05
nzl,2003,28.68
nzl,2004,28.61
nzl,2005,27.36
nzl,2006,28.62
nzl,2007,28.31
nzl,2008,30.82
nzl,2009,27.91
nzl,2010,28.46
nzl,2011,30.03
nic,1961,23.4
nic,1962,26.43
nic,1963,28.82
nic,1964,28.87
nic,1965,29.3
nic,1966,27.12
nic,1967,26.46
nic,1968,26.68
nic,1969,24.39
nic,1970,26.73
nic,1971,26.3
nic,1972,35.29
nic,1973,28.21
nic,1974,29.07
nic,1975,28.04
nic,1976,32.99
nic,1977,32.09
nic,1978,34.41
nic,1979,42.02
nic,1980,24.23
nic,1981,22.34
nic,1982,15.98
nic,1983,19.4
nic,1984,16.44
nic,1985,14.77
nic,1986,12.78
nic,1987,11.77
nic,1988,17.98
nic,1989,32.54
nic,1990,24.95
nic,1991,21.82
nic,1992,17.25
nic,1993,20.43
nic,1994,13.14
nic,1995,16.1
nic,1996,16.85
nic,1997,19.42
nic,1998,19.33
nic,1999,18.53
nic,2000,20.11
nic,2001,19.04
nic,2002,18.85
nic,2003,20.7
nic,2004,23.06
nic,2005,24.38
nic,2006,27.04
nic,2007,29.08
nic,2008,31.91
nic,2009,31.18
nic,2010,36.97
nic,2011,41.09
ner,1961,8.121
ner,1962,9.284
ner,1963,9.311
ner,1964,9.267
ner,1965,9.485
ner,1966,12.45
ner,1967,8.43
ner,1968,7.978
ner,1969,9.358
ner,1970,10.77
ner,1971,12.37
ner,1972,14.21
ner,1973,15.51
ner,1974,12.27
ner,1975,19.25
ner,1976,22.26
ner,1977,19.64
ner,1978,22.53
ner,1979,28.54
ner,1980,24.58
ner,1981,24.16
ner,1982,20.97
ner,1983,20.83
ner,1984,22.91
ner,1985,20.69
ner,1986,20
ner,1987,20.8
ner,1988,18.3
ner,1989,16.6
ner,1990,15.01
ner,1991,14.05
ner,1992,16.76
ner,1993,15.64
ner,1994,16.53
ner,1995,17.15
ner,1996,16.95
ner,1997,16.39
ner,1998,17.77
ner,1999,15.89
ner,2000,17.8
ner,2001,16.92
ner,2002,15.2
ner,2003,16.03
ner,2004,16.08
ner,2005,15.04
nga,1961,9.185
nga,1962,8.269
nga,1963,8.779
nga,1964,9.202
nga,1965,10.89
nga,1966,10.41
nga,1967,11.08
nga,1968,9.927
nga,1969,11.39
nga,1970,8.407
nga,1971,10.83
nga,1972,10.97
nga,1973,15.92
nga,1974,25.18
nga,1975,18.34
nga,1976,18.22
nga,1977,24.87
nga,1978,19.55
nga,1979,24.82
nga,1980,29.38
nga,1981,22.53
nga,1982,16.34
nga,1983,13.61
nga,1984,14.85
nga,1985,16.1
nga,1986,17.1
nga,1987,28.61
nga,1988,23.12
nga,1989,32.69
nga,1990,43.43
nga,1991,37.22
nga,1992,42.24
nga,1993,47.12
nga,1994,41.76
nga,1995,44.29
nga,1996,48.14
nga,1997,44.95
nga,1998,33.53
nga,1999,36.9
nga,2000,53.98
nga,2001,42.99
nga,2002,31.87
nga,2003,42.7
nga,2004,43.95
nga,2005,46.54
nga,2006,42.87
nga,2007,41.02
nga,2008,42.75
nga,2009,34.99
nga,2010,35.2
nga,2011,39.62
nor,1961,34.95
nor,1962,33.77
nor,1963,34.47
nor,1964,36.02
nor,1965,35.72
nor,1966,35.81
nor,1967,36.79
nor,1968,37.86
nor,1969,37.15
nor,1970,36.72
nor,1971,35.03
nor,1972,35.23
nor,1973,37.73
nor,1974,40.26
nor,1975,36.45
nor,1976,36.34
nor,1977,34.65
nor,1978,36.38
nor,1979,39.69
nor,1980,43.24
nor,1981,43.28
nor,1982,41.48
nor,1983,41.84
nor,1984,42.92
nor,1985,42.74
nor,1986,34.24
nor,1987,32.37
nor,1988,33.06
nor,1989,38.01
nor,1990,40.15
nor,1991,39.94
nor,1992,37.87
nor,1993,37.92
nor,1994,38.12
nor,1995,37.96
nor,1996,40.78
nor,1997,41.36
nor,1998,37.65
nor,1999,39.39
nor,2000,46.54
nor,2001,45.76
nor,2002,41.13
nor,2003,40.33
nor,2004,41.8
nor,2005,44.09
nor,2006,45.37
nor,2007,44.12
nor,2008,46.76
nor,2009,39.43
nor,2010,41.14
nor,2011,42.09
omn,1967,33.76
omn,1968,70.14
omn,1969,74.6
omn,1970,73.69
omn,1971,65.79
omn,1972,59.38
omn,1973,67.83
omn,1974,73.72
omn,1975,67.55
omn,1976,62.33
omn,1977,58.3
omn,1978,58.32
omn,1979,61.06
omn,1980,62.66
omn,1981,64.69
omn,1982,58.55
omn,1983,53.65
omn,1984,50.28
omn,1985,49.83
omn,1986,39.25
omn,1987,48.88
omn,1988,40.01
omn,1990,47.23
omn,1991,43.07
omn,1992,44.72
omn,1993,43.05
omn,1994,43
omn,1995,44.04
omn,1996,49.81
omn,1997,50.04
omn,1998,41.97
omn,1999,48.69
omn,2000,59.18
omn,2001,57.27
omn,2002,49.33
omn,2003,49.97
omn,2004,51.57
omn,2005,58.61
omn,2006,56.79
omn,2007,56.73
omn,2008,58.79
omn,2009,52.64
pak,1967,9.171
pak,1968,9.159
pak,1969,8.664
pak,1970,7.769
pak,1971,7.142
pak,1972,11.77
pak,1973,13.53
pak,1974,13.68
pak,1975,10.85
pak,1976,10.72
pak,1977,9.285
pak,1978,9.241
pak,1979,10.69
pak,1980,12.49
pak,1981,12.32
pak,1982,9.946
pak,1983,11.92
pak,1984,11.07
pak,1985,10.42
pak,1986,11.9
pak,1987,13.23
pak,1988,13.59
pak,1989,13.88
pak,1990,15.54
pak,1991,17
pak,1992,17.36
pak,1993,16.31
pak,1994,16.28
pak,1995,16.71
pak,1996,16.9
pak,1997,16.08
pak,1998,16.48
pak,1999,15.35
pak,2000,13.44
pak,2001,14.66
pak,2002,15.22
pak,2003,16.72
pak,2004,15.67
pak,2005,15.69
pak,2006,15.23
pak,2007,14.19
pak,2008,12.85
pak,2009,12.86
pak,2010,13.57
pak,2011,14.16
plw,1991,20.39
plw,1992,32.63
plw,1993,23.32
plw,1994,15.08
plw,1995,14.56
plw,1996,12.85
plw,1997,10.43
plw,1998,9.456
plw,1999,11.96
plw,2000,9.601
plw,2001,61.05
plw,2002,65.87
plw,2003,69.52
plw,2004,78.29
plw,2005,77.2
plw,2006,68.94
plw,2007,70.18
plw,2008,83.85
plw,2009,85.11
plw,2010,91.27
plw,2011,103.3
pan,1980,98.19
pan,1981,94.05
pan,1982,85.77
pan,1983,71.17
pan,1984,67.2
pan,1985,68.61
pan,1986,71.13
pan,1987,71.51
pan,1988,75.2
pan,1989,78.9
pan,1990,86.78
pan,1991,96.8
pan,1992,100
pan,1993,97.04
pan,1994,99.79
pan,1995,100.7
pan,1996,83.43
pan,1997,90.11
pan,1998,79.18
pan,1999,66.54
pan,2000,72.58
pan,2001,72.72
pan,2002,67.46
pan,2003,63.6
pan,2004,67.61
pan,2005,75.49
pan,2006,76.71
pan,2007,81.2
pan,2008,85.19
pan,2009,81.5
pan,2010,76.95
pan,2011,80.8
png,1961,16.1
png,1962,16.21
png,1963,17.41
png,1964,18.31
png,1965,18.03
png,1966,16.79
png,1967,17.37
png,1968,18.86
png,1969,18.92
png,1970,18.48
png,1971,21.37
png,1972,31.21
png,1973,44.88
png,1974,46.88
png,1975,39.98
png,1976,41.77
png,1977,44.97
png,1978,41.94
png,1979,45.48
png,1980,43.18
png,1981,38.24
png,1982,36.83
png,1983,36.2
png,1984,39.44
png,1985,42.11
png,1986,43.58
png,1987,43.17
png,1988,43.25
png,1989,40.65
png,1990,40.62
png,1991,42.26
png,1992,47.85
png,1993,52.64
png,1994,53.53
png,1995,61.04
png,1996,59.4
png,1997,49.16
png,1998,54.04
png,1999,63.12
png,2000,66.18
png,2001,65.33
png,2002,60.92
png,2003,69.42
png,2004,72.16
png,2005,73.63
png,2006,82.08
png,2007,80.95
png,2008,74.57
png,2009,57.77
png,2010,55.85
png,2011,50.99
pry,1961,19.22
pry,1962,12.63
pry,1963,11.56
pry,1964,12.26
pry,1965,14.96
pry,1966,13.25
pry,1967,12.22
pry,1968,12.36
pry,1969,13.58
pry,1970,14.92
pry,1971,13.38
pry,1972,13.77
pry,1973,14.96
pry,1974,15.51
pry,1975,13.21
pry,1976,14.66
pry,1977,19.45
pry,1978,18.42
pry,1979,16.06
pry,1980,15.31
pry,1981,11.52
pry,1982,12.14
pry,1983,13.25
pry,1984,15.88
pry,1985,22.1
pry,1986,26.49
pry,1987,26.35
pry,1988,34.42
pry,1989,35.7
pry,1990,33.25
pry,1991,30.17
pry,1992,28.07
pry,1993,36.93
pry,1994,54
pry,1995,59.43
pry,1996,50.34
pry,1997,44.04
pry,1998,50.24
pry,1999,36.76
pry,2000,38.23
pry,2001,34.77
pry,2002,43.43
pry,2003,45.7
pry,2004,46.89
pry,2005,50.24
pry,2006,52.72
pry,2007,51.28
pry,2008,50.92
pry,2009,48.36
pry,2010,51.6
pry,2011,48.53
per,1961,21.38
per,1962,20.51
per,1963,18.95
per,1964,19.02
per,1965,16.1
per,1966,15.99
per,1967,15.84
per,1968,18.6
per,1969,17.94
per,1970,17.89
per,1971,14.22
per,1972,14.12
per,1973,13.69
per,1974,14.5
per,1975,10.85
per,1976,12.05
per,1977,15.9
per,1978,20.73
per,1979,27.74
per,1980,22.4
per,1981,16.09
per,1982,16.53
per,1983,19.71
per,1984,19.35
per,1985,22.97
per,1986,13.94
per,1987,10.97
per,1988,18.84
per,1989,12.39
per,1990,15.76
per,1991,12.65
per,1992,12.76
per,1993,12.19
per,1994,12.25
per,1995,12.59
per,1996,13.3
per,1997,14.36
per,1998,13.14
per,1999,15.03
per,2000,16
per,2001,15.65
per,2002,16.07
per,2003,17.72
per,2004,21.45
per,2005,25.09
per,2006,28.53
per,2007,29.01
per,2008,27.25
per,2009,23.98
per,2010,25.5
per,2011,28.68
phl,1961,12.59
phl,1962,16.95
phl,1963,18.62
phl,1964,18.18
phl,1965,19.38
phl,1966,20.45
phl,1967,19.96
phl,1968,16.9
phl,1969,14.73
phl,1970,21.58
phl,1971,20.45
phl,1972,19.68
phl,1973,24.77
phl,1974,25.02
phl,1975,21.02
phl,1976,19.33
phl,1977,21.06
phl,1978,20.67
phl,1979,21.56
phl,1980,23.57
phl,1981,23.83
phl,1982,20.33
phl,1983,21.34
phl,1984,24.02
phl,1985,24.02
phl,1986,26.33
phl,1987,26.64
phl,1988,28.39
phl,1989,28.11
phl,1990,27.52
phl,1991,29.6
phl,1992,29.13
phl,1993,31.36
phl,1994,33.83
phl,1995,36.36
phl,1996,40.51
phl,1997,48.96
phl,1998,44.76
phl,1999,45.49
phl,2000,51.37
phl,2001,46.03
phl,2002,46.75
phl,2003,47.16
phl,2004,48.57
phl,2005,46.14
phl,2006,46.58
phl,2007,43.26
phl,2008,36.91
phl,2009,32.23
phl,2010,34.8
phl,2011,31.02
pol,1990,26.2
pol,1991,21.51
pol,1992,21.67
pol,1993,20.97
pol,1994,21.62
pol,1995,23.2
pol,1996,22.31
pol,1997,23.41
pol,1998,25.98
pol,1999,24.19
pol,2000,27.12
pol,2001,27.06
pol,2002,28.63
pol,2003,33.31
pol,2004,37.49
pol,2005,37.09
pol,2006,40.36
pol,2007,40.76
pol,2008,39.9
pol,2009,39.44
pol,2010,42.25
prt,1961,13.47
prt,1962,15.26
prt,1963,15.94
prt,1964,21.39
prt,1965,22.43
prt,1966,22.68
prt,1967,22.8
prt,1968,20.96
prt,1969,20.46
prt,1970,19.39
prt,1971,19.94
prt,1972,21.66
prt,1973,21.25
prt,1974,21.36
prt,1975,16.22
prt,1976,13.86
prt,1977,14.65
prt,1978,16
prt,1979,21.51
prt,1980,21.77
prt,1981,20.63
prt,1982,20.99
prt,1983,24.92
prt,1984,29.61
prt,1985,29.68
prt,1986,26.38
prt,1987,27.75
prt,1988,28.05
prt,1989,29.9
prt,1990,29.6
prt,1991,26.94
prt,1992,24.82
prt,1993,23.95
prt,1994,25.51
prt,1995,27.17
prt,1996,27.21
prt,1997,27.76
prt,1998,27.93
prt,1999,27.08
prt,2000,28.93
prt,2001,28.08
prt,2002,27.6
prt,2003,27.62
prt,2004,28.04
prt,2005,27.66
prt,2006,30.91
prt,2007,32.19
prt,2008,32.45
prt,2009,28.03
prt,2010,31.02
prt,2011,35.51
pri,1961,45.35
pri,1962,45.5
pri,1963,46.11
pri,1964,45.31
pri,1965,43.68
pri,1966,46.36
pri,1967,47.97
pri,1968,47.18
pri,1969,46.62
pri,1970,44.31
pri,1971,41.31
pri,1972,40.15
pri,1973,45.12
pri,1974,52.96
pri,1975,48.1
pri,1976,46.81
pri,1977,60.79
pri,1978,60.32
pri,1979,64.54
pri,1980,65.13
pri,1981,68.36
pri,1982,70.42
pri,1983,66.05
pri,1984,67.4
pri,1985,67.54
pri,1986,66.6
pri,1987,66.34
pri,1988,67.09
pri,1989,71.71
pri,1992,77.5
pri,1993,71.8
pri,1994,71.47
pri,1995,72.03
pri,1996,67.7
pri,1997,66.44
pri,1998,70.05
pri,1999,71.9
pri,2000,74.79
