geo,time,food_supply_kilocalories_per_person_and_day
mex,1984,3128
mex,1985,3185
mex,1986,3142
mex,1987,3035
mex,1988,3102
mex,1989,3070
mex,1990,3066
mex,1991,3094
mex,1992,3109
mex,1993,3124
mex,1994,3122
mex,1995,3090
mex,1996,3119
mex,1997,3094
mex,1998,3100
mex,1999,3112
mex,2000,3172
mex,2001,3224
mex,2002,3247
mex,2003,3257
mex,2004,3258
mex,2005,3223
mex,2006,3245
mex,2007,3266
mda,1992,3196
mda,1993,3181
mda,1994,2807
mda,1995,2643
mda,1996,2572
mda,1997,2710
mda,1998,2680
mda,1999,2616
mda,2000,2544
mda,2001,2710
mda,2002,2797
mda,2003,2734
mda,2004,2836
mda,2005,2943
mda,2006,3008
mda,2007,2771
mng,1961,2016
mng,1962,1952
mng,1963,2048
mng,1964,2212
mng,1965,2289
mng,1966,2314
mng,1967,2290
mng,1968,2197
mng,1969,2217
mng,1970,2255
mng,1971,2204
mng,1972,2196
mng,1973,2234
mng,1974,2222
mng,1975,2240
mng,1976,2341
mng,1977,2278
mng,1978,2361
mng,1979,2385
mng,1980,2385
mng,1981,2368
mng,1982,2368
mng,1983,2410
mng,1984,2361
mng,1985,2251
mng,1986,2312
mng,1987,2235
mng,1988,2263
mng,1989,2224
mng,1990,2227
mng,1991,2165
mng,1992,1852
mng,1993,1860
mng,1994,1865
mng,1995,2058
mng,1996,2070
mng,1997,2059
mng,1998,2121
mng,1999,2157
mng,2000,2184
mng,2001,2222
mng,2002,2229
mng,2003,2237
mng,2004,2242
mng,2005,2227
mng,2006,2249
mng,2007,2285
mne,2006,2443
mne,2007,2447
mar,1961,2174
mar,1962,2197
mar,1963,2197
mar,1964,2265
mar,1965,2273
mar,1966,2210
mar,1967,2244
mar,1968,2260
mar,1969,2470
mar,1970,2448
mar,1971,2448
mar,1972,2519
mar,1973,2528
mar,1974,2550
mar,1975,2656
mar,1976,2586
mar,1977,2680
mar,1978,2681
mar,1979,2718
mar,1980,2693
mar,1981,2736
mar,1982,2776
mar,1983,2779
mar,1984,2831
mar,1985,2831
mar,1986,2962
mar,1987,2951
mar,1988,3032
mar,1989,2962
mar,1990,3068
mar,1991,3048
mar,1992,2893
mar,1993,2863
mar,1994,2986
mar,1995,2941
mar,1996,3060
mar,1997,3095
mar,1998,3139
mar,1999,3067
mar,2000,3050
mar,2001,3103
mar,2002,3131
mar,2003,3174
mar,2004,3233
mar,2005,3189
mar,2006,3265
mar,2007,3236
moz,1961,1853
moz,1962,1881
moz,1963,1826
moz,1964,1871
moz,1965,1885
moz,1966,1863
moz,1967,1867
moz,1968,1788
moz,1969,1861
moz,1970,1820
moz,1971,1890
moz,1972,1838
moz,1973,1961
moz,1974,1892
moz,1975,1850
moz,1976,1903
moz,1977,1845
moz,1978,1835
moz,1979,1851
moz,1980,1879
moz,1981,1816
moz,1982,1754
moz,1983,1716
moz,1984,1779
moz,1985,1837
moz,1986,1707
moz,1987,1768
moz,1988,1829
moz,1989,1753
moz,1990,1829
moz,1991,1702
moz,1992,1703
moz,1993,1704
moz,1994,1698
moz,1995,1856
moz,1996,1932
moz,1997,1963
moz,1998,1929
moz,1999,1979
moz,2000,1959
moz,2001,1939
moz,2002,1951
moz,2003,1998
moz,2004,2019
moz,2005,2055
moz,2006,2091
moz,2007,2067
mmr,1961,1674
mmr,1962,1685
mmr,1963,1731
mmr,1964,1778
mmr,1965,1797
mmr,1966,1809
mmr,1967,1842
mmr,1968,1867
mmr,1969,1961
mmr,1970,1972
mmr,1971,1986
mmr,1972,2009
mmr,1973,2038
mmr,1974,2038
mmr,1975,2030
mmr,1976,2021
mmr,1977,2062
mmr,1978,2099
mmr,1979,2172
mmr,1980,2180
mmr,1981,2231
mmr,1982,2278
mmr,1983,2253
mmr,1984,2307
mmr,1985,2249
mmr,1986,2265
mmr,1987,2278
mmr,1988,2259
mmr,1989,2116
mmr,1990,1865
mmr,1991,1810
mmr,1992,1843
mmr,1993,1948
mmr,1994,1967
mmr,1995,2037
mmr,1996,2015
mmr,1997,2058
mmr,1998,2032
mmr,1999,2074
mmr,2000,2102
mmr,2001,2150
mmr,2002,2227
mmr,2003,2270
mmr,2004,2351
mmr,2005,2410
mmr,2006,2440
mmr,2007,2465
nam,1961,2208
nam,1962,2249
nam,1963,2245
nam,1964,2248
nam,1965,2253
nam,1966,2244
nam,1967,2239
nam,1968,2226
nam,1969,2224
nam,1970,2196
nam,1971,2208
nam,1972,2185
nam,1973,2176
nam,1974,2161
nam,1975,2142
nam,1976,2159
nam,1977,2189
nam,1978,2210
nam,1979,2233
nam,1980,2254
nam,1981,2234
nam,1982,2211
nam,1983,2181
nam,1984,2171
nam,1985,2105
nam,1986,2088
nam,1987,2136
nam,1988,2108
nam,1989,2030
nam,1990,2057
nam,1991,2072
nam,1992,2046
nam,1993,2022
nam,1994,2030
nam,1995,2067
nam,1996,2091
nam,1997,2150
nam,1998,2156
nam,1999,2221
nam,2000,2275
nam,2001,2281
nam,2002,2300
nam,2003,2288
nam,2004,2279
nam,2005,2298
nam,2006,2366
nam,2007,2383
npl,1961,1776
npl,1962,1778
npl,1963,1774
npl,1964,1788
npl,1965,1770
npl,1966,1743
npl,1967,1722
npl,1968,1769
npl,1969,1781
npl,1970,1799
npl,1971,1777
npl,1972,1743
npl,1973,1786
npl,1974,1775
npl,1975,1694
npl,1976,1758
npl,1977,1771
npl,1978,1805
npl,1979,1731
npl,1980,1751
npl,1981,1788
npl,1982,1742
npl,1983,1896
npl,1984,1910
npl,1985,1924
npl,1986,1870
npl,1987,2030
npl,1988,2219
npl,1989,2290
npl,1990,2158
npl,1991,2194
npl,1992,2206
npl,1993,2163
npl,1994,2233
npl,1995,2221
npl,1996,2202
npl,1997,2221
npl,1998,2209
npl,1999,2259
npl,2000,2252
npl,2001,2266
npl,2002,2269
npl,2003,2310
npl,2004,2339
npl,2005,2355
npl,2006,2333
npl,2007,2360
nld,1961,3042
nld,1962,3043
nld,1963,3063
nld,1964,3012
nld,1965,2991
nld,1966,3060
nld,1967,3107
nld,1968,3072
nld,1969,3086
nld,1970,3079
nld,1971,3078
nld,1972,3133
nld,1973,3189
nld,1974,3218
nld,1975,3089
nld,1976,3123
nld,1977,3151
nld,1978,3133
nld,1979,3165
nld,1980,3161
nld,1981,3094
nld,1982,3162
nld,1983,3150
nld,1984,3187
nld,1985,3199
nld,1986,3125
nld,1987,3144
nld,1988,3204
nld,1989,3139
nld,1990,3254
nld,1991,3312
nld,1992,3288
nld,1993,3250
nld,1994,3186
nld,1995,3303
nld,1996,3320
nld,1997,3225
nld,1998,3274
nld,1999,3222
nld,2000,3215
nld,2001,3235
nld,2002,3233
nld,2003,3181
nld,2004,3220
nld,2005,3232
nld,2006,3218
nld,2007,3278
ant,1961,2126
ant,1962,2191
ant,1963,2238
ant,1964,2230
ant,1965,2199
ant,1966,2165
ant,1967,2216
ant,1968,2262
ant,1969,2251
ant,1970,2346
ant,1971,2381
ant,1972,2328
ant,1973,2342
ant,1974,2367
ant,1975,2320
ant,1976,2487
ant,1977,2575
ant,1978,2517
ant,1979,2632
ant,1980,2730
ant,1981,2929
ant,1982,2807
ant,1983,2700
ant,1984,2737
ant,1985,2693
ant,1986,2783
ant,1987,2785
ant,1988,2630
ant,1989,2632
ant,1990,2591
ant,1991,2600
ant,1992,2761
ant,1993,2919
ant,1994,2877
ant,1995,3028
ant,1996,2956
ant,1997,2923
ant,1998,2986
ant,1999,3062
ant,2000,3071
ant,2001,3041
ant,2002,3117
ant,2003,3064
ant,2004,3065
ant,2005,2936
ant,2006,2956
ant,2007,3004
ncl,1961,2848
ncl,1962,2833
ncl,1963,2816
ncl,1964,2862
ncl,1965,2923
ncl,1966,2952
ncl,1967,2984
ncl,1968,2982
ncl,1969,3051
ncl,1970,3143
ncl,1971,3266
ncl,1972,3203
ncl,1973,3200
ncl,1974,3091
ncl,1975,3004
ncl,1976,2969
ncl,1977,2980
ncl,1978,2921
ncl,1979,2881
ncl,1980,2919
ncl,1981,2829
ncl,1982,2895
ncl,1983,2849
ncl,1984,2808
ncl,1985,2775
ncl,1986,2855
ncl,1987,2903
ncl,1988,2748
ncl,1989,2802
ncl,1990,2801
ncl,1991,2888
ncl,1992,2741
ncl,1993,2729
ncl,1994,2746
ncl,1995,2696
ncl,1996,2699
ncl,1997,2826
ncl,1998,2780
ncl,1999,2779
ncl,2000,2731
ncl,2001,2813
ncl,2002,2808
ncl,2003,2779
ncl,2004,2770
ncl,2005,2772
ncl,2006,2798
ncl,2007,2797
nzl,1961,2926
nzl,1962,2963
nzl,1963,2952
nzl,1964,2957
nzl,1965,2966
nzl,1966,3080
nzl,1967,2999
nzl,1968,2971
nzl,1969,2962
nzl,1970,2958
nzl,1971,3025
nzl,1972,3050
nzl,1973,3087
nzl,1974,3094
nzl,1975,3135
nzl,1976,3235
nzl,1977,3115
nzl,1978,3124
nzl,1979,3051
nzl,1980,3062
nzl,1981,3061
nzl,1982,3074
nzl,1983,2966
nzl,1984,3063
nzl,1985,3016
nzl,1986,3150
nzl,1987,3160
nzl,1988,3129
nzl,1989,3083
nzl,1990,3258
nzl,1991,3177
nzl,1992,3186
nzl,1993,3212
nzl,1994,3160
nzl,1995,3178
nzl,1996,3164
nzl,1997,3160
nzl,1998,3150
nzl,1999,3203
nzl,2000,3146
nzl,2001,3108
nzl,2002,3126
nzl,2003,3140
nzl,2004,3157
nzl,2005,3147
nzl,2006,3145
nzl,2007,3159
nic,1961,1910
nic,1962,1944
nic,1963,1957
nic,1964,2013
nic,1965,2010
nic,1966,2032
nic,1967,2072
nic,1968,2128
nic,1969,2079
nic,1970,2068
nic,1971,2046
nic,1972,1997
nic,1973,2049
nic,1974,2012
nic,1975,2035
nic,1976,2047
nic,1977,2097
nic,1978,2023
nic,1979,1959
nic,1980,2027
nic,1981,2135
nic,1982,2012
nic,1983,2062
nic,1984,2142
nic,1985,2164
nic,1986,2195
nic,1987,2132
nic,1988,2113
nic,1989,2084
nic,1990,1734
nic,1991,1802
nic,1992,1787
nic,1993,1847
nic,1994,1927
nic,1995,1966
nic,1996,1977
nic,1997,1958
nic,1998,2068
nic,1999,2074
nic,2000,2137
nic,2001,2310
nic,2002,2294
nic,2003,2325
nic,2004,2364
nic,2005,2401
nic,2006,2397
nic,2007,2403
ner,1961,1579
ner,1962,1589
ner,1963,1607
ner,1964,1638
ner,1965,1789
ner,1966,1785
ner,1967,1859
ner,1968,1974
ner,1969,1913
ner,1970,1881
ner,1971,1988
ner,1972,1844
ner,1973,1903
ner,1974,1907
ner,1975,1915
ner,1976,1988
ner,1977,2006
ner,1978,2016
ner,1979,2018
ner,1980,2051
ner,1981,2052
ner,1982,2099
ner,1983,2105
ner,1984,2055
ner,1985,1998
ner,1986,1966
ner,1987,2005
ner,1988,2022
ner,1989,2028
ner,1990,2116
ner,1991,1890
ner,1992,1925
ner,1993,1863
ner,1994,1847
ner,1995,1922
ner,1996,1977
ner,1997,2040
ner,1998,2141
ner,1999,2159
ner,2000,2134
ner,2001,2129
ner,2002,2198
ner,2003,2213
ner,2004,2226
ner,2005,2245
ner,2006,2297
ner,2007,2376
nga,1961,1947
nga,1962,2024
nga,1963,1980
nga,1964,1946
nga,1965,1872
nga,1966,1728
nga,1967,1824
nga,1968,1815
nga,1969,1937
nga,1970,1981
nga,1971,1855
nga,1972,1645
nga,1973,1758
nga,1974,1869
nga,1975,1825
nga,1976,1742
nga,1977,1765
nga,1978,1770
nga,1979,1719
nga,1980,1839
nga,1981,1858
nga,1982,1852
nga,1983,1703
nga,1984,1729
nga,1985,1836
nga,1986,1981
nga,1987,1945
nga,1988,1990
nga,1989,2073
nga,1990,2180
nga,1991,2322
nga,1992,2415
nga,1993,2502
nga,1994,2475
nga,1995,2531
nga,1996,2511
nga,1997,2553
nga,1998,2586
nga,1999,2613
nga,2000,2571
nga,2001,2565
nga,2002,2536
nga,2003,2564
nga,2004,2611
nga,2005,2669
nga,2006,2714
nga,2007,2741
nor,1961,3145
nor,1962,3214
nor,1963,3125
nor,1964,3106
nor,1965,3131
nor,1966,3213
nor,1967,3114
nor,1968,3151
nor,1969,3122
nor,1970,3125
nor,1971,3132
nor,1972,3169
nor,1973,3167
nor,1974,3099
nor,1975,3054
nor,1976,3259
nor,1977,3232
nor,1978,3310
nor,1979,3328
nor,1980,3401
nor,1981,3385
nor,1982,3207
nor,1983,3219
nor,1984,3249
nor,1985,3247
nor,1986,3281
nor,1987,3334
nor,1988,3169
nor,1989,3228
nor,1990,3197
nor,1991,3249
nor,1992,3243
nor,1993,3250
nor,1994,3300
nor,1995,3237
nor,1996,3306
nor,1997,3303
nor,1998,3353
nor,1999,3375
nor,2000,3363
nor,2001,3385
nor,2002,3442
nor,2003,3425
nor,2004,3458
nor,2005,3481
nor,2006,3421
nor,2007,3464
pak,1961,1767
pak,1962,1836
pak,1963,1860
pak,1964,2004
pak,1965,2107
pak,1966,2020
pak,1967,2025
pak,1968,1980
pak,1969,2279
pak,1970,2274
pak,1971,2196
pak,1972,2251
pak,1973,2231
pak,1974,2231
pak,1975,2147
pak,1976,2167
pak,1977,2186
pak,1978,2259
pak,1979,2216
pak,1980,2135
pak,1981,2117
pak,1982,2177
pak,1983,2164
pak,1984,2175
pak,1985,2108
pak,1986,2096
pak,1987,2146
pak,1988,2088
pak,1989,2277
pak,1990,2242
pak,1991,2135
pak,1992,2239
pak,1993,2257
pak,1994,2313
pak,1995,2317
pak,1996,2349
pak,1997,2347
pak,1998,2297
pak,1999,2345
pak,2000,2316
pak,2001,2260
pak,2002,2243
pak,2003,2224
pak,2004,2226
pak,2005,2229
pak,2006,2231
pak,2007,2293
pan,1961,2119
pan,1962,2042
pan,1963,2170
pan,1964,2172
pan,1965,2130
pan,1966,2193
pan,1967,2251
pan,1968,2270
pan,1969,2376
pan,1970,2217
pan,1971,2347
pan,1972,2148
pan,1973,2225
pan,1974,2414
pan,1975,2409
pan,1976,2115
pan,1977,2400
pan,1978,2162
pan,1979,2134
pan,1980,2144
pan,1981,2293
pan,1982,2333
pan,1983,2369
pan,1984,2385
pan,1985,2532
pan,1986,2579
pan,1987,2309
pan,1988,2256
pan,1989,2242
pan,1990,2307
pan,1991,2268
pan,1992,2374
pan,1993,2412
pan,1994,2414
pan,1995,2294
pan,1996,2321
pan,1997,2244
pan,1998,2464
pan,1999,2281
pan,2000,2196
pan,2001,2336
pan,2002,2442
pan,2003,2433
pan,2004,2337
pan,2005,2426
pan,2006,2442
pan,2007,2484
pry,1961,2135
pry,1962,2152
pry,1963,2149
pry,1964,2251
pry,1965,2348
pry,1966,2339
pry,1967,2335
pry,1968,2403
pry,1969,2417
pry,1970,2455
pry,1971,2449
pry,1972,2428
pry,1973,2446
pry,1974,2466
pry,1975,2378
pry,1976,2458
pry,1977,2539
pry,1978,2589
pry,1979,2525
pry,1980,2537
pry,1981,2456
pry,1982,2521
pry,1983,2538
pry,1984,2497
pry,1985,2602
pry,1986,2524
pry,1987,2530
pry,1988,2499
pry,1989,2544
pry,1990,2415
pry,1991,2383
pry,1992,2377
pry,1993,2444
pry,1994,2543
pry,1995,2557
pry,1996,2595
pry,1997,2620
pry,1998,2635
pry,1999,2656
pry,2000,2606
pry,2001,2631
pry,2002,2674
pry,2003,2694
pry,2004,2624
pry,2005,2598
pry,2006,2633
pry,2007,2634
per,1961,2125
per,1962,2143
per,1963,1983
per,1964,2166
per,1965,2122
per,1966,2140
per,1967,2120
per,1968,2071
per,1969,2308
per,1970,2191
per,1971,2235
per,1972,2163
per,1973,2104
per,1974,2121
per,1975,2188
per,1976,2126
per,1977,2067
per,1978,1917
per,1979,2042
per,1980,2045
per,1981,2199
per,1982,2177
per,1983,2207
per,1984,1986
per,1985,2063
per,1986,2300
per,1987,2260
per,1988,2279
per,1989,2176
per,1990,2019
per,1991,2176
per,1992,2138
per,1993,2146
per,1994,2202
per,1995,2197
per,1996,2263
per,1997,2322
per,1998,2262
per,1999,2276
per,2000,2367
per,2001,2321
per,2002,2335
per,2003,2282
per,2004,2317
per,2005,2403
per,2006,2417
per,2007,2457
phl,1961,1738
phl,1962,1684
phl,1963,1755
phl,1964,1772
phl,1965,1835
phl,1966,1802
phl,1967,1827
phl,1968,1807
phl,1969,1813
phl,1970,1775
phl,1971,1801
phl,1972,1863
phl,1973,1840
phl,1974,1936
phl,1975,1976
phl,1976,2034
phl,1977,2093
phl,1978,2138
phl,1979,2151
phl,1980,2246
phl,1981,2198
phl,1982,2182
phl,1983,2025
phl,1984,2123
phl,1985,2091
phl,1986,2107
phl,1987,2129
phl,1988,2129
phl,1989,2212
phl,1990,2254
phl,1991,2209
phl,1992,2240
phl,1993,2201
phl,1994,2275
phl,1995,2288
phl,1996,2390
phl,1997,2354
phl,1998,2304
phl,1999,2371
phl,2000,2407
phl,2001,2395
phl,2002,2403
phl,2003,2393
phl,2004,2473
phl,2005,2483
phl,2006,2507
phl,2007,2565
pol,1961,3269
pol,1962,3271
pol,1963,3289
pol,1964,3299
pol,1965,3353
pol,1966,3375
pol,1967,3370
pol,1968,3386
pol,1969,3401
pol,1970,3419
pol,1971,3426
pol,1972,3466
pol,1973,3502
pol,1974,3513
pol,1975,3538
pol,1976,3591
pol,1977,3582
pol,1978,3589
pol,1979,3591
pol,1980,3583
pol,1981,3369
pol,1982,3288
pol,1983,3365
pol,1984,3347
pol,1985,3364
pol,1986,3432
pol,1987,3457
pol,1988,3477
pol,1989,3490
pol,1990,3346
pol,1991,3286
pol,1992,3357
pol,1993,3419
pol,1994,3290
pol,1995,3306
pol,1996,3324
pol,1997,3303
pol,1998,3363
pol,1999,3371
pol,2000,3409
pol,2001,3410
pol,2002,3422
pol,2003,3384
pol,2004,3354
pol,2005,3377
pol,2006,3394
pol,2007,3421
prt,1961,2472
prt,1962,2562
prt,1963,2659
prt,1964,2523
prt,1965,2801
prt,1966,2742
prt,1967,2917
prt,1968,2956
prt,1969,3048
prt,1970,3002
prt,1971,3031
prt,1972,3012
prt,1973,3007
prt,1974,3079
prt,1975,3058
prt,1976,3034
prt,1977,2998
prt,1978,2836
prt,1979,2767
prt,1980,2785
prt,1981,2789
prt,1982,2820
prt,1983,2824
prt,1984,2860
prt,1985,2992
prt,1986,3138
prt,1987,3286
prt,1988,3295
prt,1989,3323
prt,1990,3373
prt,1991,3413
prt,1992,3409
prt,1993,3469
prt,1994,3507
prt,1995,3482
prt,1996,3542
prt,1997,3431
prt,1998,3548
prt,1999,3597
prt,2000,3586
prt,2001,3572
prt,2002,3568
prt,2003,3557
prt,2004,3598
prt,2005,3591
prt,2006,3574
prt,2007,3584
rou,1961,2841
rou,1962,2883
rou,1963,2918
rou,1964,2923
rou,1965,2969
rou,1966,3003
rou,1967,2988
rou,1968,3002
rou,1969,3031
rou,1970,2874
rou,1971,2990
rou,1972,3052
rou,1973,3092
rou,1974,3175
rou,1975,3097
rou,1976,3270
rou,1977,3257
rou,1978,3290
rou,1979,3223
rou,1980,3185
rou,1981,3164
rou,1982,2996
rou,1983,3022
rou,1984,3097
rou,1985,3053
rou,1986,2960
rou,1987,2921
rou,1988,2938
rou,1989,2938
rou,1990,3149
rou,1991,2945
rou,1992,2861
rou,1993,3032
rou,1994,2966
rou,1995,3065
rou,1996,3093
rou,1997,3082
rou,1998,3099
rou,1999,3114
rou,2000,3178
rou,2001,3276
rou,2002,3365
rou,2003,3425
rou,2004,3419
rou,2005,3514
rou,2006,3562
rou,2007,3455
rus,1992,2926
rus,1993,3032
rus,1994,2928
rus,1995,2919
rus,1996,2827
rus,1997,2878
rus,1998,2860
rus,1999,2908
rus,2000,2884
rus,2001,2998
rus,2002,3047
rus,2003,3108
rus,2004,3143
rus,2005,3226
rus,2006,3213
rus,2007,3376
rwa,1961,1746
rwa,1962,1838
rwa,1963,1838
rwa,1964,1847
rwa,1965,1868
rwa,1966,2010
rwa,1967,2186
rwa,1968,2083
rwa,1969,2162
rwa,1970,2184
rwa,1971,2148
rwa,1972,2070
rwa,1973,2068
rwa,1974,2032
rwa,1975,2188
rwa,1976,2229
rwa,1977,2245
rwa,1978,2222
rwa,1979,2256
rwa,1980,2248
rwa,1981,2234
rwa,1982,2258
rwa,1983,2246
rwa,1984,2153
rwa,1985,2226
rwa,1986,2091
rwa,1987,2013
rwa,1988,1870
rwa,1989,1888
rwa,1990,1709
rwa,1991,1922
rwa,1992,1865
rwa,1993,1997
rwa,1994,1867
rwa,1995,1801
rwa,1996,1717
rwa,1997,1683
rwa,1998,1711
rwa,1999,1733
rwa,2000,1923
rwa,2001,1977
rwa,2002,2028
rwa,2003,1994
rwa,2004,1970
rwa,2005,2016
rwa,2006,2061
rwa,2007,2085
kna,1961,1717
kna,1962,1782
kna,1963,1815
kna,1964,1883
kna,1965,1931
kna,1966,1960
kna,1967,2004
kna,1968,2042
kna,1969,2001
kna,1970,2077
kna,1971,2028
kna,1972,2176
kna,1973,2177
kna,1974,2284
kna,1975,2211
kna,1976,2210
kna,1977,2227
kna,1978,2253
kna,1979,2318
kna,1980,2368
kna,1981,2274
kna,1982,2280
kna,1983,2333
kna,1984,2454
kna,1985,2623
kna,1986,2631
kna,1987,2684
kna,1988,2714
kna,1989,2626
kna,1990,2617
kna,1991,2559
kna,1992,2561
kna,1993,2479
kna,1994,2418
kna,1995,2468
kna,1996,2430
kna,1997,2383
kna,1998,2379
kna,1999,2385
kna,2000,2513
kna,2001,2495
kna,2002,2488
kna,2003,2499
kna,2004,2525
kna,2005,2423
kna,2006,2420
kna,2007,2513
lca,1961,1688
lca,1962,1747
lca,1963,1700
lca,1964,1780
lca,1965,1747
lca,1966,1805
lca,1967,1768
lca,1968,1819
lca,1969,1837
lca,1970,1904
lca,1971,2027
lca,1972,1942
lca,1973,1919
lca,1974,1907
lca,1975,1897
lca,1976,1949
lca,1977,2137
lca,1978,2216
lca,1979,2256
lca,1980,2184
lca,1981,2262
lca,1982,2267
lca,1983,2256
lca,1984,2380
lca,1985,2407
lca,1986,2463
lca,1987,2500
lca,1988,2408
lca,1989,2454
lca,1990,2490
lca,1991,2566
lca,1992,2670
lca,1993,2675
lca,1994,2726
lca,1995,2671
lca,1996,2636
lca,1997,2738
lca,1998,2698
lca,1999,2689
lca,2000,2725
lca,2001,2612
lca,2002,2703
lca,2003,2712
lca,2004,2720
lca,2005,2734
lca,2006,2760
lca,2007,2738
vct,1961,1809
vct,1962,1982
vct,1963,1855
vct,1964,1967
vct,1965,2007
vct,1966,2111
vct,1967,2073
vct,1968,2142
vct,1969,2193
vct,1970,2251
vct,1971,2295
vct,1972,2318
vct,1973,2285
vct,1974,2147
vct,1975,2217
vct,1976,2245
vct,1977,2267
vct,1978,2231
vct,1979,2357
vct,1980,2408
vct,1981,2476
vct,1982,2419
vct,1983,2406
vct,1984,2418
vct,1985,2416
vct,1986,2408
vct,1987,2403
vct,1988,2397
vct,1989,2310
vct,1990,2355
vct,1991,2343
vct,1992,2374
vct,1993,2439
vct,1994,2331
vct,1995,2371
vct,1996,2341
vct,1997,2390
vct,1998,2442
vct,1999,2531
vct,2000,2565
vct,2001,2594
vct,2002,2721
vct,2003,2792
vct,2004,2760
vct,2005,2805
vct,2006,2792
vct,2007,2821
wsm,1961,1960
wsm,1962,1964
wsm,1963,1971
wsm,1964,1989
wsm,1965,1996
wsm,1966,1997
wsm,1967,2039
wsm,1968,2118
wsm,1969,2173
wsm,1970,2246
wsm,1971,2253
wsm,1972,2267
wsm,1973,2296
wsm,1974,2363
wsm,1975,2418
wsm,1976,2447
wsm,1977,2424
wsm,1978,2445
wsm,1979,2446
wsm,1980,2448
wsm,1981,2512
wsm,1982,2529
wsm,1983,2533
wsm,1984,2526
wsm,1985,2746
wsm,1986,2525
wsm,1987,2722
wsm,1988,2731
wsm,1989,2657
wsm,1990,2619
wsm,1991,2614
wsm,1992,2407
wsm,1993,2352
wsm,1994,2427
wsm,1995,2500
wsm,1996,2512
wsm,1997,2545
wsm,1998,2581
wsm,1999,2696
wsm,2000,2745
wsm,2001,2825
wsm,2002,2850
wsm,2003,2857
wsm,2004,2895
wsm,2005,2883
wsm,2006,2864
wsm,2007,2886
stp,1961,2265
stp,1962,2225
stp,1963,2232
stp,1964,2289
stp,1965,2259
stp,1966,2228
stp,1967,2220
stp,1968,2194
stp,1969,2140
stp,1970,2116
stp,1971,2108
stp,1972,2075
stp,1973,2073
stp,1974,1904
stp,1975,1854
stp,1976,1950
stp,1977,2057
stp,1978,2055
stp,1979,2026
stp,1980,2057
stp,1981,2038
stp,1982,2003
stp,1983,2060
stp,1984,2100
stp,1985,2077
stp,1986,1953
stp,1987,1935
stp,1988,1994
stp,1989,2153
stp,1990,2227
stp,1991,2238
stp,1992,2222
stp,1993,2241
stp,1994,2248
stp,1995,2232
stp,1996,2242
stp,1997,2209
stp,1998,2255
stp,1999,2268
stp,2000,2373
stp,2001,2461
stp,2002,2508
stp,2003,2568
stp,2004,2595
stp,2005,2621
stp,2006,2682
stp,2007,2684
sau,1961,1718
sau,1962,1757
sau,1963,1798
sau,1964,1828
sau,1965,1869
sau,1966,1869
sau,1967,1896
sau,1968,1896
sau,1969,1886
sau,1970,1907
sau,1971,1917
sau,1972,1786
sau,1973,1705
sau,1974,1707
sau,1975,1827
sau,1976,1949
sau,1977,2165
sau,1978,2385
sau,1979,2705
sau,1980,2957
sau,1981,2989
sau,1982,3005
sau,1983,3037
sau,1984,2818
sau,1985,2788
sau,1986,2662
sau,1987,2608
sau,1988,2820
sau,1989,2750
sau,1990,2866
sau,1991,2870
sau,1992,2806
sau,1993,2789
sau,1994,2761
sau,1995,2905
sau,1996,2941
sau,1997,2961
sau,1998,2951
sau,1999,2978
sau,2000,3016
sau,2001,3014
sau,2002,3007
sau,2003,3053
sau,2004,3072
sau,2005,3103
sau,2006,3154
sau,2007,3144
sen,1961,2362
sen,1962,2383
sen,1963,2707
sen,1964,2614
sen,1965,2577
sen,1966,2491
sen,1967,2490
sen,1968,2410
sen,1969,2387
sen,1970,2220
sen,1971,2208
sen,1972,2171
sen,1973,2251
sen,1974,2273
sen,1975,2210
sen,1976,2192
sen,1977,2062
sen,1978,2068
sen,1979,2167
sen,1980,2156
sen,1981,2395
sen,1982,2337
sen,1983,2169
sen,1984,2278
sen,1985,2395
sen,1986,2297
sen,1987,2086
sen,1988,2089
sen,1989,2091
sen,1990,2231
sen,1991,2240
sen,1992,2115
sen,1993,2238
sen,1994,2162
sen,1995,2180
sen,1996,2118
sen,1997,2114
sen,1998,2104
sen,1999,2142
sen,2000,2151
sen,2001,2155
sen,2002,2128
sen,2003,2210
sen,2004,2245
sen,2005,2282
sen,2006,2323
sen,2007,2348
srb,2006,2748
srb,2007,2710
scg,1992,2985
scg,1993,2899
scg,1994,2765
scg,1995,2879
scg,1996,3037
scg,1997,2989
scg,1998,2889
scg,1999,2836
scg,2000,2654
scg,2001,2613
scg,2002,2629
scg,2003,2694
scg,2004,2700
scg,2005,2703
syc,1961,1747
syc,1962,1767
syc,1963,1775
syc,1964,1689
syc,1965,1676
syc,1966,1804
syc,1967,1679
syc,1968,1831
syc,1969,1775
syc,1970,1964
syc,1971,2232
syc,1972,2216
syc,1973,2227
syc,1974,2070
syc,1975,2031
syc,1976,2021
syc,1977,2103
syc,1978,2163
syc,1979,2196
syc,1980,2158
syc,1981,2246
syc,1982,2176
syc,1983,2052
syc,1984,2143
syc,1985,2177
syc,1986,2244
syc,1987,2205
syc,1988,2285
syc,1989,2258
syc,1990,2209
syc,1991,2315
syc,1992,2321
syc,1993,2341
syc,1994,2337
syc,1995,2314
syc,1996,2336
syc,1997,2296
syc,1998,2379
syc,1999,2378
syc,2000,2397
syc,2001,2408
syc,2002,2361
syc,2003,2369
syc,2004,2376
syc,2005,2391
syc,2006,2424
syc,2007,2463
sle,1961,1735
