geo,hydro_power_generation_total,time
sdn,43080.00,1975
sdn,48500.00,1976
sdn,45570.00,1977
sdn,46860.00,1978
sdn,51160.00,1979
sdn,49180.00,1980
sdn,50640.00,1981
sdn,54260.00,1982
sdn,56150.00,1983
sdn,59760.00,1984
sdn,63370.00,1985
sdn,74980.00,1986
sdn,77300.00,1987
sdn,76700.00,1988
sdn,76960.00,1989
sdn,82370.00,1990
sdn,89250.00,1991
sdn,93640.00,1992
sdn,93810.00,1993
sdn,96390.00,1994
sdn,83580.00,1995
sdn,92350.00,1996
sdn,90630.00,1997
sdn,89680.00,1998
sdn,104000.00,1999
sdn,101700.00,2000
sdn,109000.00,2001
sdn,110700.00,2002
sdn,100000.00,2003
sdn,95180.00,2004
sdn,108400.00,2005
sdn,117800.00,2006
sdn,124800.00,2007
sdn,125800.00,2008
sdn,277600.00,2009
sdn,330400.00,2010
swe,2668000.00,1960
swe,3144000.00,1961
swe,3334000.00,1962
swe,3256000.00,1963
swe,3702000.00,1964
swe,3992000.00,1965
swe,3911000.00,1966
swe,4238000.00,1967
swe,4191000.00,1968
swe,3597000.00,1969
swe,3567000.00,1970
swe,4472000.00,1971
swe,4621000.00,1972
swe,5148000.00,1973
swe,4924000.00,1974
swe,4957000.00,1975
swe,4715000.00,1976
swe,4600000.00,1977
swe,4966000.00,1978
swe,5252000.00,1979
swe,5062000.00,1980
swe,5138000.00,1981
swe,4735000.00,1982
swe,5464000.00,1983
swe,5839000.00,1984
swe,6104000.00,1985
swe,5239000.00,1986
swe,6178000.00,1987
swe,6008000.00,1988
swe,6169000.00,1989
swe,6234000.00,1990
swe,5437000.00,1991
swe,6391000.00,1992
swe,6419000.00,1993
swe,5082000.00,1994
swe,5856000.00,1995
swe,4449000.00,1996
swe,5938000.00,1997
swe,6449000.00,1998
swe,6164000.00,1999
swe,6757000.00,2000
swe,6798000.00,2001
swe,5706000.00,2002
swe,4604000.00,2003
swe,5170000.00,2004
swe,6260000.00,2005
swe,5307000.00,2006
swe,5689000.00,2007
swe,5939000.00,2008
swe,5662000.00,2009
swe,5709000.00,2010
swe,5698000.00,2011
che,1764000.00,1960
che,1858000.00,1961
che,1820000.00,1962
che,1937000.00,1963
che,1896000.00,1964
che,2124000.00,1965
che,2379000.00,1966
che,2562000.00,1967
che,2522000.00,1968
che,2339000.00,1969
che,2658000.00,1970
che,2311000.00,1971
che,2104000.00,1972
che,2399000.00,1973
che,2388000.00,1974
che,2878000.00,1975
che,2231000.00,1976
che,3075000.00,1977
che,2741000.00,1978
che,2714000.00,1979
che,2821000.00,1980
che,3051000.00,1981
che,3124000.00,1982
che,3046000.00,1983
che,2594000.00,1984
che,2756000.00,1985
che,2829000.00,1986
che,2981000.00,1987
che,3077000.00,1988
che,2560000.00,1989
che,2562000.00,1990
che,2758000.00,1991
che,2812000.00,1992
che,3076000.00,1993
che,3359000.00,1994
che,3024000.00,1995
che,2472000.00,1996
che,2927000.00,1997
che,2878000.00,1998
che,3440000.00,1999
che,3167000.00,2000
che,3552000.00,2001
che,3028000.00,2002
che,2994000.00,2003
che,2902000.00,2004
che,2685000.00,2005
che,2662000.00,2006
che,3031000.00,2007
che,3099000.00,2008
che,3072000.00,2009
che,3101000.00,2010
che,2764000.00,2011
syr,4385.00,1971
syr,5331.00,1972
syr,1462.00,1973
syr,28370.00,1974
syr,64490.00,1975
syr,105800.00,1976
syr,152000.00,1977
syr,180100.00,1978
syr,202100.00,1979
syr,220200.00,1980
syr,228500.00,1981
syr,254400.00,1982
syr,240900.00,1983
syr,285900.00,1984
syr,287400.00,1985
syr,245900.00,1986
syr,245900.00,1987
syr,242100.00,1988
syr,238300.00,1989
syr,234600.00,1990
syr,230800.00,1991
syr,227000.00,1992
syr,223200.00,1993
syr,219400.00,1994
syr,215800.00,1995
syr,219300.00,1996
syr,223600.00,1997
syr,232200.00,1998
syr,233900.00,1999
syr,277800.00,2000
syr,293200.00,2001
syr,210700.00,2002
syr,237100.00,2003
syr,359000.00,2004
syr,371900.00,2005
syr,339200.00,2006
syr,299100.00,2007
syr,246700.00,2008
syr,160400.00,2009
syr,222900.00,2010
tjk,1419000.00,1990
tjk,1410000.00,1991
tjk,1370000.00,1992
tjk,1472000.00,1993
tjk,1435000.00,1994
tjk,1255000.00,1995
tjk,1275000.00,1996
tjk,1179000.00,1997
tjk,1217000.00,1998
tjk,1326000.00,1999
tjk,1206000.00,2000
tjk,1221000.00,2001
tjk,1304000.00,2002
tjk,1405000.00,2003
tjk,1405000.00,2004
tjk,1459000.00,2005
tjk,1436000.00,2006
tjk,1472000.00,2007
tjk,1359000.00,2008
tjk,1359000.00,2009
tjk,1362000.00,2010
tza,26570.00,1971
tza,27600.00,1972
tza,25450.00,1973
tza,25280.00,1974
tza,37060.00,1975
tza,42990.00,1976
tza,44710.00,1977
tza,44710.00,1978
tza,45140.00,1979
tza,58810.00,1980
tza,62170.00,1981
tza,62510.00,1982
tza,63540.00,1983
tza,67240.00,1984
tza,76100.00,1985
tza,88910.00,1986
tza,98970.00,1987
tza,107700.00,1988
tza,122000.00,1989
tza,133200.00,1990
tza,148400.00,1991
tza,141900.00,1992
tza,145900.00,1993
tza,128900.00,1994
tza,132300.00,1995
tza,150300.00,1996
tza,125400.00,1997
tza,178700.00,1998
tza,186200.00,1999
tza,184200.00,2000
tza,223700.00,2001
tza,233900.00,2002
tza,219200.00,2003
tza,202700.00,2004
tza,152900.00,2005
tza,123500.00,2006
tza,215900.00,2007
tza,228200.00,2008
tza,226100.00,2009
tza,221300.00,2010
tha,176100.00,1971
tha,148600.00,1972
tha,161700.00,1973
tha,211300.00,1974
tha,292300.00,1975
tha,312700.00,1976
tha,280700.00,1977
tha,181400.00,1978
tha,280600.00,1979
tha,109500.00,1980
tha,255700.00,1981
tha,329800.00,1982
tha,314700.00,1983
tha,350900.00,1984
tha,317400.00,1985
tha,477600.00,1986
tha,350400.00,1987
tha,324800.00,1988
tha,478900.00,1989
tha,427800.00,1990
tha,394300.00,1991
tha,364400.00,1992
tha,318300.00,1993
tha,388100.00,1994
tha,577100.00,1995
tha,631100.00,1996
tha,619100.00,1997
tha,445100.00,1998
tha,303900.00,1999
tha,518100.00,2000
tha,542000.00,2001
tha,642400.00,2002
tha,627600.00,2003
tha,519300.00,2004
tha,498500.00,2005
tha,698600.00,2006
tha,697700.00,2007
tha,611600.00,2008
tha,614600.00,2009
tha,476100.00,2010
tgo,6535.00,1971
tgo,4901.00,1972
tgo,3267.00,1973
tgo,6535.00,1974
tgo,8169.00,1975
tgo,6535.00,1976
tgo,13070.00,1977
tgo,14700.00,1978
tgo,3267.00,1979
tgo,3267.00,1980
tgo,3267.00,1981
tgo,4901.00,1982
tgo,1634.00,1983
tgo,3267.00,1984
tgo,6535.00,1985
tgo,6535.00,1986
tgo,6535.00,1987
tgo,6535.00,1988
tgo,8169.00,1989
tgo,8169.00,1990
tgo,16600.00,1991
tgo,11010.00,1992
tgo,19780.00,1993
tgo,12730.00,1994
tgo,21930.00,1995
tgo,16340.00,1996
tgo,7997.00,1997
tgo,14790.00,1998
tgo,8856.00,1999
tgo,8598.00,2000
tgo,4213.00,2001
tgo,7395.00,2002
tgo,10490.00,2003
tgo,6965.00,2004
tgo,6363.00,2005
tgo,7825.00,2006
tgo,7911.00,2007
tgo,7825.00,2008
tgo,8083.00,2009
tgo,8340.00,2010
tun,4471.00,1971
tun,4643.00,1972
tun,6277.00,1973
tun,1892.00,1974
tun,2752.00,1975
tun,4643.00,1976
tun,2666.00,1977
tun,2494.00,1978
tun,3611.00,1979
tun,2064.00,1980
tun,2580.00,1981
tun,3267.00,1982
tun,2494.00,1983
tun,5675.00,1984
tun,9802.00,1985
tun,4643.00,1986
tun,10150.00,1987
tun,4213.00,1988
tun,3095.00,1989
tun,3955.00,1990
tun,9458.00,1991
tun,5847.00,1992
tun,5503.00,1993
tun,3439.00,1994
tun,3353.00,1995
tun,5761.00,1996
tun,3783.00,1997
tun,6191.00,1998
tun,7739.00,1999
tun,5503.00,2000
tun,4643.00,2001
tun,5503.00,2002
tun,14270.00,2003
tun,13240.00,2004
tun,12470.00,2005
tun,7911.00,2006
tun,4213.00,2007
tun,2580.00,2008
tun,6793.00,2009
tun,4299.00,2010
tur,86160.00,1960
tur,108800.00,1961
tur,96650.00,1962
tur,180900.00,1963
tur,141700.00,1964
tur,187400.00,1965
tur,201000.00,1966
tur,204800.00,1967
tur,273000.00,1968
tur,296200.00,1969
tur,260800.00,1970
tur,224400.00,1971
tur,275600.00,1972
tur,223800.00,1973
tur,288600.00,1974
tur,507700.00,1975
tur,720100.00,1976
tur,737100.00,1977
tur,802700.00,1978
tur,884700.00,1979
tur,975800.00,1980
tur,1085000.00,1981
tur,1218000.00,1982
tur,975300.00,1983
tur,1154000.00,1984
tur,1036000.00,1985
tur,1021000.00,1986
tur,1601000.00,1987
tur,2489000.00,1988
tur,1542000.00,1989
tur,1990000.00,1990
tur,1950000.00,1991
tur,2284000.00,1992
tur,2919000.00,1993
tur,2630000.00,1994
tur,3056000.00,1995
tur,3480000.00,1996
tur,3424000.00,1997
tur,3631000.00,1998
tur,2982000.00,1999
tur,2655000.00,2000
tur,2064000.00,2001
tur,2896000.00,2002
tur,3038000.00,2003
tur,3963000.00,2004
tur,3402000.00,2005
tur,3804000.00,2006
tur,3083000.00,2007
tur,2861000.00,2008
tur,3092000.00,2009
tur,4454000.00,2010
tur,4477000.00,2011
tkm,60190.00,1990
tkm,60190.00,1991
tkm,343.90,1992
tkm,429.90,1993
tkm,343.90,1994
tkm,343.90,1995
tkm,429.90,1996
tkm,429.90,1997
tkm,515.90,1998
tkm,429.90,1999
tkm,429.90,2000
tkm,258.00,2001
tkm,258.00,2002
tkm,258.00,2003
tkm,258.00,2004
tkm,258.00,2005
tkm,258.00,2006
tkm,258.00,2007
tkm,258.00,2008
tkm,258.00,2009
tkm,258.00,2010
ukr,904000.00,1990
ukr,1007000.00,1991
ukr,677800.00,1992
ukr,949200.00,1993
ukr,1042000.00,1994
ukr,855800.00,1995
ukr,742200.00,1996
ukr,847500.00,1997
ukr,1353000.00,1998
ukr,1232000.00,1999
ukr,969400.00,2000
ukr,1035000.00,2001
ukr,827800.00,2002
ukr,794300.00,2003
ukr,1011000.00,2004
ukr,1063000.00,2005
ukr,1108000.00,2006
ukr,872100.00,2007
ukr,978700.00,2008
ukr,1026000.00,2009
ukr,1131000.00,2010
gbr,271200.00,1960
gbr,333600.00,1961
gbr,325500.00,1962
gbr,283700.00,1963
gbr,308200.00,1964
gbr,358800.00,1965
gbr,345400.00,1966
gbr,376600.00,1967
gbr,305800.00,1968
gbr,275800.00,1969
gbr,385800.00,1970
gbr,288700.00,1971
gbr,291600.00,1972
gbr,331700.00,1973
gbr,349600.00,1974
gbr,322500.00,1975
gbr,317100.00,1976
gbr,332800.00,1977
gbr,343500.00,1978
gbr,365000.00,1979
gbr,334600.00,1980
gbr,373800.00,1981
gbr,389500.00,1982
gbr,391400.00,1983
gbr,342800.00,1984
gbr,351700.00,1985
gbr,409800.00,1986
gbr,355700.00,1987
gbr,424200.00,1988
gbr,408300.00,1989
gbr,447700.00,1990
gbr,397600.00,1991
gbr,467000.00,1992
gbr,369900.00,1993
gbr,438000.00,1994
gbr,416000.00,1995
gbr,291700.00,1996
gbr,358500.00,1997
gbr,440100.00,1998
gbr,458800.00,1999
gbr,437300.00,2000
gbr,348800.00,2001
gbr,411600.00,2002
gbr,277500.00,2003
gbr,416400.00,2004
gbr,423200.00,2005
gbr,394900.00,2006
gbr,437700.00,2007
gbr,444400.00,2008
gbr,452500.00,2009
gbr,309900.00,2010
gbr,489600.00,2011
usa,12680000.00,1960
usa,13200000.00,1961
usa,14680000.00,1962
usa,14420000.00,1963
usa,15370000.00,1964
usa,16850000.00,1965
usa,16930000.00,1966
usa,19280000.00,1967
usa,19280000.00,1968
usa,21710000.00,1969
usa,21540000.00,1970
usa,22660000.00,1971
usa,23300000.00,1972
usa,22820000.00,1973
usa,26150000.00,1974
usa,26060000.00,1975
usa,24640000.00,1976
usa,19140000.00,1977
usa,24350000.00,1978
usa,24300000.00,1979
usa,23970000.00,1980
usa,22640000.00,1981
usa,26850000.00,1982
usa,28840000.00,1983
usa,27890000.00,1984
usa,24420000.00,1985
usa,25260000.00,1986
usa,20370000.00,1987
usa,17920000.00,1988
usa,22030000.00,1989
usa,23490000.00,1990
usa,24780000.00,1991
usa,21870000.00,1992
usa,24360000.00,1993
usa,22590000.00,1994
usa,27010000.00,1995
usa,30170000.00,1996
usa,28650000.00,1997
usa,25460000.00,1998
usa,23900000.00,1999
usa,21770000.00,2000
usa,16190000.00,2001
usa,22960000.00,2002
usa,23960000.00,2003
usa,23310000.00,2004
usa,23430000.00,2005
usa,25100000.00,2006
usa,21460000.00,2007
usa,22070000.00,2008
usa,23700000.00,2009
usa,22550000.00,2010
usa,28180000.00,2011
ury,126300.00,1971
ury,85640.00,1972
ury,133800.00,1973
ury,117500.00,1974
ury,97420.00,1975
ury,105100.00,1976
ury,134800.00,1977
ury,140200.00,1978
ury,111800.00,1979
ury,299100.00,1980
ury,331600.00,1981
ury,430800.00,1982
ury,618400.00,1983
ury,611200.00,1984
ury,554800.00,1985
ury,627200.00,1986
ury,624500.00,1987
ury,466100.00,1988
ury,335600.00,1989
ury,602700.00,1990
ury,525600.00,1991
ury,681200.00,1992
ury,627600.00,1993
ury,642100.00,1994
ury,503500.00,1995
ury,496000.00,1996
ury,557700.00,1997
ury,787100.00,1998
ury,472900.00,1999
ury,606300.00,2000
ury,790500.00,2001
ury,819900.00,2002
ury,733400.00,2003
ury,409500.00,2004
ury,574600.00,2005
ury,309000.00,2006
ury,693800.00,2007
ury,386900.00,2008
ury,452300.00,2009
ury,745100.00,2010
uzb,571600.00,1990
uzb,518600.00,1991
uzb,540100.00,1992
uzb,632700.00,1993
uzb,615300.00,1994
uzb,532100.00,1995
uzb,561000.00,1996
uzb,496700.00,1997
uzb,495100.00,1998
uzb,489400.00,1999
uzb,505500.00,2000
uzb,512400.00,2001
uzb,531900.00,2002
uzb,655200.00,2003
uzb,774700.00,2004
uzb,742000.00,2005
uzb,787600.00,2006
uzb,550300.00,2007
uzb,976800.00,2008
uzb,802200.00,2009
uzb,932100.00,2010
ven,463500.00,1971
ven,517600.00,1972
ven,535300.00,1973
ven,662700.00,1974
ven,767900.00,1975
ven,909500.00,1976
ven,1046000.00,1977
ven,1052000.00,1978
ven,1224000.00,1979
ven,1254000.00,1980
ven,1297000.00,1981
ven,1360000.00,1982
ven,1553000.00,1983
ven,1741000.00,1984
ven,1947000.00,1985
ven,2163000.00,1986
ven,2652000.00,1987
ven,2941000.00,1988
ven,2981000.00,1989
ven,3180000.00,1990
ven,3830000.00,1991
ven,4065000.00,1992
ven,4082000.00,1993
ven,4410000.00,1994
ven,4424000.00,1995
ven,4630000.00,1996
ven,4924000.00,1997
ven,4980000.00,1998
ven,5211000.00,1999
ven,5407000.00,2000
ven,5197000.00,2001
ven,5119000.00,2002
ven,5205000.00,2003
ven,6025000.00,2004
ven,6640000.00,2005
ven,7016000.00,2006
ven,7142000.00,2007
ven,7467000.00,2008
ven,7391000.00,2009
ven,6602000.00,2010
vnm,52790.00,1971
vnm,36290.00,1972
vnm,36110.00,1973
vnm,36110.00,1974
vnm,42990.00,1975
vnm,47890.00,1976
vnm,51590.00,1977
vnm,68790.00,1978
vnm,85980.00,1979
vnm,127900.00,1980
vnm,129600.00,1981
vnm,134100.00,1982
vnm,105200.00,1983
vnm,137500.00,1984
vnm,127000.00,1985
vnm,121000.00,1986
vnm,119000.00,1987
vnm,154000.00,1988
vnm,330000.00,1989
vnm,461700.00,1990
vnm,543200.00,1991
vnm,621500.00,1992
vnm,684900.00,1993
vnm,794800.00,1994
vnm,909900.00,1995
vnm,1033000.00,1996
vnm,1002000.00,1997
vnm,954000.00,1998
vnm,1184000.00,1999
vnm,1251000.00,2000
vnm,1566000.00,2001
vnm,1565000.00,2002
vnm,1633000.00,2003
vnm,1532000.00,2004
vnm,1457000.00,2005
vnm,1755000.00,2006
vnm,1981000.00,2007
vnm,2234000.00,2008
vnm,2578000.00,2009
vnm,2369000.00,2010
zmb,78070.00,1971
zmb,266900.00,1972
zmb,266300.00,1973
zmb,504000.00,1974
zmb,522100.00,1975
zmb,606900.00,1976
zmb,751900.00,1977
zmb,683800.00,1978
zmb,766200.00,1979
zmb,790500.00,1980
zmb,857000.00,1981
zmb,892500.00,1982
zmb,855500.00,1983
zmb,829400.00,1984
zmb,858500.00,1985
zmb,834400.00,1986
zmb,689200.00,1987
zmb,710200.00,1988
zmb,555900.00,1989
zmb,683700.00,1990
zmb,772300.00,1991
zmb,560300.00,1992
zmb,699900.00,1993
zmb,695700.00,1994
zmb,676800.00,1995
zmb,611700.00,1996
zmb,678100.00,1997
zmb,648200.00,1998
zmb,663100.00,1999
zmb,666400.00,2000
zmb,678700.00,2001
zmb,696600.00,2002
zmb,710000.00,2003
zmb,727400.00,2004
zmb,763800.00,2005
zmb,846400.00,2006
zmb,842700.00,2007
zmb,831100.00,2008
zmb,892800.00,2009
zmb,969300.00,2010
zwe,208500.00,1971
zwe,308100.00,1972
zwe,299800.00,1973
zwe,412300.00,1974
zwe,453200.00,1975
zwe,491100.00,1976
zwe,518200.00,1977
zwe,476900.00,1978
zwe,515700.00,1979
zwe,344600.00,1980
zwe,333300.00,1981
zwe,303800.00,1982
zwe,298500.00,1983
zwe,261400.00,1984
zwe,245600.00,1985
zwe,203900.00,1986
zwe,95270.00,1987
zwe,236900.00,1988
zwe,286200.00,1989
zwe,375700.00,1990
zwe,271000.00,1991
zwe,271800.00,1992
zwe,177300.00,1993
zwe,180100.00,1994
zwe,196500.00,1995
zwe,186000.00,1996
zwe,182500.00,1997
zwe,165600.00,1998
zwe,253700.00,1999
zwe,280300.00,2000
zwe,257800.00,2001
zwe,328800.00,2002
zwe,460800.00,2003
zwe,474700.00,2004
zwe,501600.00,2005
zwe,368400.00,2006
zwe,367600.00,2007
zwe,302400.00,2008
zwe,320600.00,2009
zwe,349400.00,2010
