geo,time,inflation_annual_percent
lbn,2007,3.877
lbn,2008,9.859
lbn,2009,7.012
lbn,2010,4.38
lbn,2011,5
lso,1961,1.349
lso,1962,1.667
lso,1963,1.591
lso,1964,2
lso,1965,3.432
lso,1966,3.737
lso,1967,-5.765
lso,1968,4.067
lso,1969,5.723
lso,1970,1.982
lso,1971,5.985
lso,1972,13.94
lso,1973,6.965
lso,1974,9.82
lso,1975,24.76
lso,1976,4.543
lso,1977,7.479
lso,1978,16.55
lso,1979,2.428
lso,1980,41.46
lso,1981,12.58
lso,1982,11.69
lso,1983,10.23
lso,1984,4.856
lso,1985,14.16
lso,1986,13.65
lso,1987,8.139
lso,1988,19.31
lso,1989,14.44
lso,1990,11.65
lso,1991,15.5
lso,1992,13.75
lso,1993,10.57
lso,1994,7.538
lso,1995,10.7
lso,1996,10.71
lso,1997,9.037
lso,1998,8.627
lso,1999,7.763
lso,2000,2.392
lso,2001,9.612
lso,2002,12.7
lso,2003,2.011
lso,2004,8.813
lso,2005,6.277
lso,2006,6.6
lso,2007,11.06
lso,2008,13.25
lso,2009,4.949
lso,2010,4.184
lso,2011,4.368
lbr,1961,-5.751
lbr,1962,2.933
lbr,1963,2.041
lbr,1964,3.982
lbr,1965,-0.07119
lbr,1966,-0.9965
lbr,1967,0.0284
lbr,1968,1.224
lbr,1969,3.355
lbr,1970,-1.318
lbr,1971,0.7659
lbr,1972,3.49
lbr,1973,7.553
lbr,1974,20.13
lbr,1975,22.87
lbr,1976,-1.898
lbr,1977,11.03
lbr,1978,1.675
lbr,1979,9.912
lbr,1980,9.48
lbr,1981,1.203
lbr,1982,4.603
lbr,1983,-2.852
lbr,1984,5.267
lbr,1985,1.185
lbr,1986,0.4729
lbr,1987,16.85
lbr,1988,8.958
lbr,1989,3.27
lbr,1990,-0.1673
lbr,1991,5.545
lbr,1992,-1.063
lbr,1993,7.076
lbr,1994,5.344
lbr,1995,6.511
lbr,1996,5.466
lbr,1997,-10.01
lbr,1998,3789
lbr,1999,0.9177
lbr,2000,-6.892
lbr,2001,-5.419
lbr,2002,0.3035
lbr,2003,9.235
lbr,2004,11.27
lbr,2005,10.24
lbr,2006,3.143
lbr,2007,11.7
lbr,2008,7.437
lbr,2009,-1.234
lbr,2010,6.393
lbr,2011,9.936
lby,2000,18.41
lby,2001,3.497
lby,2002,48.48
lby,2003,8.161
lby,2004,34.97
lby,2005,24.54
lby,2006,14.94
lby,2007,14.3
lby,2008,25.37
lby,2009,-32.81
lie,1971,8.244
lie,1972,8.244
lie,1973,8.244
lie,1974,8.244
lie,1975,8.244
lie,1976,2.23
lie,1977,2.23
lie,1978,2.23
lie,1979,2.23
lie,1980,2.23
lie,1981,7.013
lie,1982,7.177
lie,1983,3.218
lie,1984,2.951
lie,1985,2.855
lie,1986,3.698
lie,1987,2.52
lie,1988,2.505
lie,1989,3.144
lie,1990,5.402
lie,1991,5.87
lie,1992,4.024
lie,1993,3.302
lie,1994,0.8524
lie,1995,1.796
lie,1996,0.8154
lie,1997,0.5147
lie,1998,0.01463
lie,1999,0.8192
lie,2000,1.553
lie,2001,0.9859
lie,2002,0.6508
lie,2003,0.6326
lie,2004,0.8102
lie,2005,1.164
lie,2006,1.055
lie,2007,6.906
lie,2008,-5.065
lie,2009,-0.486
ltu,1991,228.3
ltu,1992,942.3
ltu,1993,306.2
ltu,1994,61.64
ltu,1995,54.2
ltu,1996,19.02
ltu,1997,11.85
ltu,1998,3.235
ltu,1999,-1.454
ltu,2000,0.9373
ltu,2001,-0.3699
ltu,2002,0.1828
ltu,2003,-0.7772
ltu,2004,2.537
ltu,2005,6.615
ltu,2006,6.536
ltu,2007,8.5
ltu,2008,9.773
ltu,2009,-3.706
ltu,2010,2.029
ltu,2011,5.816
lux,1961,-3.659
lux,1962,3.895
lux,1963,3.146
lux,1964,5.834
lux,1965,2.797
lux,1966,3.933
lux,1967,0.431
lux,1968,5.017
lux,1969,5.293
lux,1970,15.09
lux,1971,-0.8142
lux,1972,5.789
lux,1973,12.2
lux,1974,16.98
lux,1975,-0.8553
lux,1976,12.22
lux,1977,1.172
lux,1978,5.13
lux,1979,6.354
lux,1980,7.921
lux,1981,7.182
lux,1982,10.81
lux,1983,6.819
lux,1984,4.407
lux,1985,3.092
lux,1986,-0.08377
lux,1987,0.06303
lux,1988,2.776
lux,1989,4.021
lux,1990,2.513
lux,1991,1.823
lux,1992,3.729
lux,1993,5.973
lux,1994,3.542
lux,1995,2.332
lux,1996,2.979
lux,1997,-1.877
lux,1998,-0.4105
lux,1999,5.33
lux,2000,2.015
lux,2001,0.07944
lux,2002,2.1
lux,2003,6.036
lux,2004,1.799
lux,2005,4.615
lux,2006,6.707
lux,2007,3.645
lux,2008,4.404
lux,2009,0.1227
lux,2010,4.878
lux,2011,4.719
mac,1983,8.45
mac,1984,15.43
mac,1985,2.145
mac,1986,5.72
mac,1987,13.55
mac,1988,8.777
mac,1989,13.02
mac,1990,11.52
mac,1991,11.51
mac,1992,16.23
mac,1993,9.496
mac,1994,6.463
mac,1995,8.324
mac,1996,1.423
mac,1997,1.11
mac,1998,-2.801
mac,1999,-1.844
mac,2000,-2.022
mac,2001,3.849
mac,2002,-1.216
mac,2003,0.3079
mac,2004,2.012
mac,2005,5.748
mac,2006,7.84
mac,2007,8.862
mac,2008,10.84
mac,2009,0.6263
mac,2010,4.65
mac,2011,6.939
mkd,1991,93.73
mkd,1992,1272
mkd,1993,442.1
mkd,1994,151.9
mkd,1995,17.09
mkd,1996,2.865
mkd,1997,3.93
mkd,1998,1.391
mkd,1999,2.738
mkd,2000,8.179
mkd,2001,3.61
mkd,2002,3.449
mkd,2003,3.001
mkd,2004,0.7908
mkd,2005,3.775
mkd,2006,3.28
mkd,2007,7.432
mkd,2008,7.485
mkd,2009,0.6851
mkd,2010,1.611
mkd,2011,2.732
mdg,1961,1.789
mdg,1962,3.391
mdg,1963,3.677
mdg,1964,1.653
mdg,1965,4.345
mdg,1966,5.817
mdg,1967,0.6737
mdg,1968,0.9709
mdg,1969,3.864
mdg,1970,6.905
mdg,1971,3.588
mdg,1972,3.024
mdg,1973,11.9
mdg,1974,22.8
mdg,1975,4.691
mdg,1976,9.927
mdg,1977,8.594
mdg,1978,6.795
mdg,1979,11.33
mdg,1980,14.99
mdg,1981,26.67
mdg,1982,28.58
mdg,1983,21.47
mdg,1984,10.26
mdg,1985,10.42
mdg,1986,14.16
mdg,1987,23.03
mdg,1988,21.16
mdg,1989,11.98
mdg,1990,11.46
mdg,1991,12.88
mdg,1992,14.42
mdg,1993,12.08
mdg,1994,41.65
mdg,1995,45.12
mdg,1996,17.84
mdg,1997,7.294
mdg,1998,8.437
mdg,1999,9.715
mdg,2000,7.233
mdg,2001,7.267
mdg,2002,15.28
mdg,2003,2.765
mdg,2004,14.3
mdg,2005,18.3
mdg,2006,11.47
mdg,2007,9.616
mdg,2008,8.883
mdg,2009,8.417
mdg,2010,8.072
mdg,2011,9.443
mwi,1961,-0.4729
mwi,1962,4.195
mwi,1963,5.675
mwi,1964,-0.5911
mwi,1965,3.708
mwi,1966,0.2073
mwi,1967,-2.077
mwi,1968,6.605
mwi,1969,2.396
mwi,1970,8.779
mwi,1971,7.902
mwi,1972,0.9245
mwi,1973,9.313
mwi,1974,18.3
mwi,1975,8.192
mwi,1976,10.04
mwi,1977,13.38
mwi,1978,0.2198
mwi,1979,3.421
mwi,1980,15.79
mwi,1981,16.41
mwi,1982,9.663
mwi,1983,11.23
mwi,1984,12.77
mwi,1985,8.931
mwi,1986,13.51
mwi,1987,16.72
mwi,1988,31.09
mwi,1989,22.51
mwi,1990,10.66
mwi,1991,10.69
mwi,1992,13.28
mwi,1993,28.17
mwi,1994,26.17
mwi,1995,77.22
mwi,1996,52.35
mwi,1997,20.83
mwi,1998,19.55
mwi,1999,39.69
mwi,2000,30.53
mwi,2001,25.62
mwi,2002,62.16
mwi,2003,9.562
mwi,2004,14.7
mwi,2005,11.23
mwi,2006,20.66
mwi,2007,7.911
mwi,2008,9.164
mwi,2009,6.929
mwi,2010,7.002
mwi,2011,11.71
mys,1961,-7.758
mys,1962,-1.337
mys,1963,-0.8065
mys,1964,1.617
mys,1965,2.089
mys,1966,-1.288
mys,1967,-0.2208
mys,1968,-3.402
mys,1969,5.311
mys,1970,-0.3873
mys,1971,-0.4756
mys,1972,0.3549
mys,1973,17.86
mys,1974,12.72
mys,1975,-3.085
mys,1976,12.73
mys,1977,6.857
mys,1978,5.166
mys,1979,12.06
mys,1980,6.873
mys,1981,1.06
mys,1982,2.528
mys,1983,5.19
mys,1984,5.546
mys,1985,-1.509
mys,1986,-8.638
mys,1987,5.531
mys,1988,3.62
mys,1989,4.463
mys,1990,3.807
mys,1991,3.584
mys,1992,2.415
mys,1993,3.986
mys,1994,3.937
mys,1995,3.633
mys,1996,3.681
mys,1997,3.482
mys,1998,8.499
mys,1999,0.04546
mys,2000,8.855
mys,2001,-1.582
mys,2002,3.129
mys,2003,3.299
mys,2004,6.009
mys,2005,4.63
mys,2006,3.877
mys,2007,4.967
mys,2008,10.34
mys,2009,-6.899
mys,2010,5.092
mys,2011,5.889
mdv,1996,3.482
mdv,1997,2.209
mdv,1998,-3.206
mdv,1999,1.746
mdv,2000,1.134
mdv,2001,26.93
mdv,2002,1.881
mdv,2003,-1.457
mdv,2004,3.018
mdv,2005,0.6156
mdv,2006,9.817
mdv,2007,7.01
mdv,2008,9.338
mdv,2009,7.772
mdv,2010,1.087
mdv,2011,4.857
mli,1968,21.09
mli,1969,3.589
mli,1970,6.03
mli,1971,6.695
mli,1972,6.472
mli,1973,3.957
mli,1974,4.818
mli,1975,22.99
mli,1976,10.95
mli,1977,8.064
mli,1978,8.562
mli,1979,11.42
mli,1980,16.3
mli,1981,12.44
mli,1982,12.7
mli,1983,7.911
mli,1984,11.3
mli,1985,16.2
mli,1986,-9.182
mli,1987,0.3973
mli,1988,-1.52
mli,1989,-1.217
mli,1990,4.862
mli,1991,2.037
mli,1992,1.971
mli,1993,2.625
mli,1994,27.89
mli,1995,18.43
mli,1996,5.446
mli,1997,1
mli,1998,0.01003
mli,1999,-3.215
mli,2000,5.602
mli,2001,-0.2971
mli,2002,16.04
mli,2003,1.285
mli,2004,-0.6141
mli,2005,2.448
mli,2006,4.093
mli,2007,7.057
mli,2008,8.808
mli,2009,3.519
mli,2010,4.202
mli,2011,4.264
mlt,1971,0.6332
mlt,1972,-1.223
mlt,1973,8.687
mlt,1974,3.364
mlt,1975,5.363
mlt,1976,5.027
mlt,1977,4.921
mlt,1978,4.155
mlt,1979,6.206
mlt,1980,12.39
mlt,1981,7.78
mlt,1982,3.442
mlt,1983,-0.3055
mlt,1984,-0.1766
mlt,1985,0.6365
mlt,1986,3.518
mlt,1987,3.051
mlt,1988,1.86
mlt,1989,2.147
mlt,1990,3.151
mlt,1991,3.351
mlt,1992,3.554
mlt,1993,2.855
mlt,1994,3.562
mlt,1995,5.463
mlt,1996,0.3507
mlt,1997,0.6665
mlt,1998,0.3804
mlt,1999,0.5899
mlt,2000,4.177
mlt,2001,3.282
mlt,2002,2.772
mlt,2003,3.534
mlt,2004,1.225
mlt,2005,2.559
mlt,2006,3.043
mlt,2007,3.095
mlt,2008,2.576
mlt,2009,2.558
mlt,2010,2.927
mlt,2011,1.587
mhl,1982,7.378
mhl,1983,3.511
mhl,1984,4.107
mhl,1985,3.686
mhl,1986,2.454
mhl,1987,2.86
mhl,1988,4.123
mhl,1989,4.757
mhl,1990,4.99
mhl,1991,5.044
mhl,1992,3.014
mhl,1993,3.034
mhl,1994,2.625
mhl,1995,2.807
mhl,1996,2.796
mhl,1997,2.484
mhl,1998,5.264
mhl,1999,1.774
mhl,2000,-2.975
mhl,2001,-1.485
mhl,2002,5.561
mhl,2003,1.553
mhl,2004,3.382
mhl,2005,2.239
mhl,2006,2.287
mhl,2007,1.364
mhl,2008,3.893
mhl,2009,0.6817
mhl,2010,2.189
mhl,2011,1.53
mrt,1961,0.6868
mrt,1962,2.433
mrt,1963,4.455
mrt,1964,4.534
mrt,1965,-2.065
mrt,1966,4.143
mrt,1967,2.382
mrt,1968,-0.01159
mrt,1969,-1.539
mrt,1970,0.1282
mrt,1971,6.272
mrt,1972,7.122
mrt,1973,16.51
mrt,1974,12.68
mrt,1975,15
mrt,1976,6.031
mrt,1977,6.387
mrt,1978,2.489
mrt,1979,12.23
mrt,1980,6.547
mrt,1981,7.265
mrt,1982,10.09
mrt,1983,7.256
mrt,1984,10.91
mrt,1985,10.24
mrt,1986,7.26
mrt,1987,10.46
mrt,1988,5.383
mrt,1989,7.976
mrt,1990,2.642
mrt,1991,41.41
mrt,1992,5.742
mrt,1993,11.91
mrt,1994,11.09
mrt,1995,2.842
mrt,1996,1.857
mrt,1997,12.08
mrt,1998,16.48
mrt,1999,5.495
mrt,2000,5.404
mrt,2001,5.038
mrt,2002,7.955
mrt,2003,7.792
mrt,2004,11.75
mrt,2005,9.555
mrt,2006,18.46
mrt,2007,4.59
mrt,2008,-4.954
mrt,2009,-5.858
mrt,2010,19.35
mrt,2011,9.702
mus,1977,8.579
mus,1978,10.75
mus,1979,17.94
mus,1980,26.57
mus,1981,10.86
mus,1982,8.865
mus,1983,8.437
mus,1984,7.464
mus,1985,8.2
mus,1986,8.023
mus,1987,12.91
mus,1988,10.89
mus,1989,11.05
mus,1990,10.12
mus,1991,8.564
mus,1992,5.355
mus,1993,9.22
mus,1994,6.555
mus,1995,5.403
mus,1996,7.002
mus,1997,5.121
mus,1998,6.965
mus,1999,5.283
mus,2000,2.086
mus,2001,7.1
mus,2002,5.854
mus,2003,5.715
mus,2004,6.091
mus,2005,4.259
mus,2006,7.091
mus,2007,11.7
mus,2008,6.547
mus,2009,-0.2059
mus,2010,1.82
mus,2011,4.309
mex,1961,3.243
mex,1962,2.747
mex,1963,2.925
mex,1964,5.896
mex,1965,2.065
mex,1966,5.081
mex,1967,3.083
mex,1968,1.049
mex,1969,7.074
mex,1970,2.632
mex,1971,6.296
mex,1972,6.485
mex,1973,13.42
mex,1974,23.11
mex,1975,15.63
mex,1976,19.36
mex,1977,30.46
mex,1978,16.01
mex,1979,19.63
mex,1980,33.41
mex,1981,26.01
mex,1982,60.92
mex,1983,90.47
mex,1984,59.09
mex,1985,56.74
mex,1986,73.62
mex,1987,139.7
mex,1988,112.7
mex,1989,26.53
mex,1990,28.13
mex,1991,23.25
mex,1992,14.41
mex,1993,9.493
mex,1994,8.472
mex,1995,37.87
mex,1996,30.74
mex,1997,17.69
mex,1998,15.39
mex,1999,15.09
mex,2000,12.1
mex,2001,5.878
mex,2002,6.957
mex,2003,18.95
mex,2004,9.066
mex,2005,4.543
mex,2006,6.691
mex,2007,5.63
mex,2008,6.334
mex,2009,4.401
mex,2010,4.034
mex,2011,5.5
fsm,1987,2.768
fsm,1988,4.199
fsm,1989,4.728
fsm,1990,4.95
fsm,1991,5.101
fsm,1992,3.031
fsm,1993,3.012
fsm,1994,2.615
fsm,1995,2.39
fsm,1996,1.639
fsm,1997,0.5576
fsm,1998,3.319
fsm,1999,-1.15
fsm,2000,1.13
fsm,2001,1.219
fsm,2002,0.06701
fsm,2003,-0.3484
fsm,2004,1.078
fsm,2005,2.163
fsm,2006,1.631
fsm,2007,3.361
fsm,2008,4.845
fsm,2009,5.499
fsm,2010,3.091
fsm,2011,5.465
mda,1990,13.52
mda,1991,139.8
mda,1992,945
mda,1993,860.5
mda,1994,276.4
mda,1995,38.74
mda,1996,26.94
mda,1997,12.55
mda,1998,5.599
mda,1999,44.88
mda,2000,27.34
mda,2001,12.09
mda,2002,9.829
mda,2003,14.87
mda,2004,7.977
mda,2005,9.343
mda,2006,13.44
mda,2007,15.83
mda,2008,9.28
mda,2009,2.159
mda,2010,11.07
mda,2011,7.437
mco,1971,5.984
mco,1972,6.867
mco,1973,7.765
mco,1974,11.36
mco,1975,13.65
mco,1976,10.81
mco,1977,8.807
mco,1978,9.159
mco,1979,10.1
mco,1980,11.26
mco,1981,11.44
mco,1982,11.99
mco,1983,9.515
mco,1984,7.277
mco,1985,5.527
mco,1986,5.279
mco,1987,2.78
mco,1988,3.073
mco,1989,3.308
mco,1990,2.641
mco,1991,2.54
mco,1992,2.136
mco,1993,1.55
mco,1994,1.346
mco,1995,1.308
mco,1996,1.605
mco,1997,1.014
mco,1998,0.9009
mco,1999,0.04625
mco,2000,1.401
mco,2001,1.649
mco,2002,2.38
mco,2003,1.879
mco,2004,1.59
mco,2005,2.034
mco,2006,2.821
mco,2007,2.478
mco,2008,-6.433
mco,2009,0.5193
mng,1982,1.981
mng,1983,0.9043
mng,1984,-3.088
mng,1985,-1.448
mng,1986,-9.172
mng,1987,0.8098
mng,1988,0.931
mng,1989,7.148
mng,1990,23.24
mng,1991,93.32
mng,1992,173.7
mng,1993,318.9
mng,1994,64.32
mng,1995,60.27
mng,1996,10.81
mng,1997,21.67
mng,1998,-1.932
mng,1999,10.88
mng,2000,12
mng,2001,10.45
mng,2002,6.37
mng,2003,10.24
mng,2004,16.69
mng,2005,20.1
mng,2006,21.99
mng,2007,11.63
mng,2008,21.45
mng,2009,1.827
mng,2010,20.03
mng,2011,9.757
mne,2001,20.2
mne,2002,3.061
mne,2003,8.321
mne,2004,5.915
mne,2005,4.314
mne,2006,9.021
mne,2007,12.68
mne,2008,7.685
mne,2009,2.448
mne,2010,1.583
mne,2011,2.85
mar,1961,1.909
mar,1962,4.402
mar,1963,6.488
mar,1964,3.972
mar,1965,3.388
mar,1966,-0.9648
mar,1967,-3.745
mar,1968,-2.278
mar,1969,3.008
mar,1970,3.468
mar,1971,4.065
mar,1972,3.584
mar,1973,6.039
mar,1974,23.9
mar,1975,0.9313
mar,1976,4.977
mar,1977,10.77
mar,1978,8.417
mar,1979,7.345
mar,1980,15.22
mar,1981,9.706
mar,1982,7.227
mar,1983,7.321
mar,1984,8.607
mar,1985,8.419
mar,1986,10.32
mar,1987,3.922
mar,1988,5.322
mar,1989,3.961
mar,1990,5.486
mar,1991,6.53
mar,1992,4.437
mar,1993,3.647
mar,1994,1.558
mar,1995,7.955
mar,1996,1.019
mar,1997,1.959
mar,1998,12.16
mar,1999,0.8149
mar,2000,-0.6044
mar,2001,0.7831
mar,2002,1.109
mar,2003,0.7301
mar,2004,1.018
mar,2005,1.466
mar,2006,1.533
mar,2007,3.927
mar,2008,5.864
mar,2009,1.501
mar,2010,0.6471
mar,2011,1.465
moz,1981,4.081
moz,1982,17.46
moz,1983,13.03
moz,1984,17.68
moz,1985,33.15
moz,1986,12.71
moz,1987,181.4
moz,1988,48.33
moz,1989,47.38
moz,1990,34.06
moz,1991,61.06
moz,1992,35.04
moz,1993,45.92
moz,1994,55.72
moz,1995,51.17
moz,1996,64.85
moz,1997,8.974
moz,1998,5.393
moz,1999,4.38
moz,2000,12.03
moz,2001,14.88
moz,2002,8.357
moz,2003,5.216
moz,2004,7.473
moz,2005,7.612
moz,2006,11.75
moz,2007,7.383
moz,2008,8.355
moz,2009,4.158
moz,2010,10
moz,2011,11.06
mmr,1961,1.449
mmr,1962,0.6008
mmr,1963,0.9438
mmr,1964,-3.716
mmr,1965,1.691
mmr,1966,3.555
mmr,1967,15.99
mmr,1968,1.693
mmr,1969,2.762
mmr,1970,-1.429
mmr,1971,-2.309
mmr,1972,0.7555
mmr,1973,10
mmr,1974,56.52
mmr,1975,16.5
mmr,1976,10.13
mmr,1977,1.922
mmr,1978,0.7974
mmr,1979,5.617
mmr,1980,1.235
mmr,1981,4.425
mmr,1982,3.374
mmr,1983,1.957
mmr,1984,2.518
mmr,1985,1.567
mmr,1986,6.555
mmr,1987,21.24
mmr,1988,25.2
mmr,1989,57.68
mmr,1990,18.54
mmr,1991,23.75
mmr,1992,21.75
mmr,1993,36.25
mmr,1994,22.08
mmr,1995,19.6
mmr,1996,23.04
mmr,1997,33.79
mmr,1998,35.83
mmr,1999,22.64
mmr,2000,2.462
mmr,2001,24.84
mmr,2002,41.51
mmr,2003,20.5
mmr,2004,3.531
nam,1981,0.4656
nam,1982,14.79
nam,1983,11.74
nam,1984,11.86
nam,1985,25.25
nam,1986,10.36
nam,1987,9.035
nam,1988,21.79
nam,1989,15.47
nam,1990,4.271
nam,1991,4.621
nam,1992,9.708
nam,1993,17.29
nam,1994,15.67
nam,1995,5.69
nam,1996,14.48
nam,1997,7.076
nam,1998,8.59
nam,1999,6.494
nam,2000,26.72
nam,2001,11.26
nam,2002,10.73
nam,2003,1.007
nam,2004,1.903
nam,2005,5.528
nam,2006,9.273
nam,2007,9.045
nam,2008,13.67
nam,2009,4.198
nam,2010,1.035
nam,2011,5.569
npl,1961,2.688
npl,1962,5.897
npl,1963,3.57
npl,1964,1.195
npl,1965,12.89
npl,1966,15.22
npl,1967,-5.668
npl,1968,11.07
npl,1969,6.564
npl,1970,7.048
npl,1971,3.172
npl,1972,12.5
npl,1973,-3.397
npl,1974,20.83
npl,1975,27.52
npl,1976,0.544
npl,1977,-3.565
npl,1978,9.371
npl,1979,9.978
npl,1980,7.61
npl,1981,7.937
npl,1982,9.347
npl,1983,12.29
npl,1984,6.378
npl,1985,11.42
npl,1986,14.39
npl,1987,12.7
npl,1988,11.82
npl,1989,11.26
npl,1990,10.72
npl,1991,12.54
npl,1992,18.49
npl,1993,10.77
npl,1994,4.816
npl,1995,6.301
npl,1996,7.823
npl,1997,7.279
npl,1998,4.108
npl,1999,8.887
npl,2000,4.472
npl,2001,11.02
npl,2002,3.935
npl,2003,3.07
npl,2004,4.166
npl,2005,6.119
npl,2006,7.36
npl,2007,7.603
npl,2008,5.62
npl,2009,15.91
npl,2010,15.23
npl,2011,10.43
nld,1961,5.264
nld,1962,0.7587
nld,1963,4.699
nld,1964,8.678
nld,1965,3.372
nld,1966,5.983
nld,1967,4.208
nld,1968,4.197
nld,1969,6.41
nld,1970,6.17
nld,1971,8.776
nld,1972,9.246
nld,1973,8.773
nld,1974,9.088
nld,1975,10.64
nld,1976,8.854
nld,1977,6.391
nld,1978,5.369
nld,1979,4.074
nld,1980,4.261
nld,1981,6.39
nld,1982,4.624
nld,1983,1.389
nld,1984,2.307
nld,1985,0.8659
nld,1986,0.2117
nld,1987,-1.048
nld,1988,0.8196
nld,1989,1.348
nld,1990,1.56
nld,1991,3.117
nld,1992,2.496
nld,1993,1.597
nld,1994,2.063
nld,1995,2.065
nld,1996,1.297
nld,1997,2.64
nld,1998,1.912
nld,1999,1.779
nld,2000,4.122
nld,2001,5.099
nld,2002,3.826
nld,2003,2.179
nld,2004,0.7326
nld,2005,2.428
nld,2006,1.768
nld,2007,1.848
nld,2008,2.129
nld,2009,-0.403
nld,2010,1.312
nld,2011,1.14
ncl,1966,7.008
ncl,1967,4.022
ncl,1968,4.76
ncl,1969,11
ncl,1970,11.32
ncl,1971,7.513
ncl,1972,7.764
ncl,1973,6.565
ncl,1974,12.63
ncl,1975,7.112
ncl,1976,6.542
ncl,1977,5.867
ncl,1978,-15.51
ncl,1979,35.06
ncl,1980,12.6
ncl,1981,13.74
ncl,1982,9.843
ncl,1983,7.769
ncl,1984,8.84
ncl,1985,5.651
ncl,1986,9.423
ncl,1987,1.703
ncl,1988,2.559
ncl,1989,1.718
ncl,1990,-4.636
ncl,1991,3.63
ncl,1992,2.842
ncl,1993,2.715
ncl,1994,2.892
ncl,1995,1.332
ncl,1996,1.422
ncl,1997,2.058
ncl,1998,0.2068
ncl,1999,0.09899
ncl,2000,-0.6163
nzl,1978,13.04
nzl,1979,14.4
nzl,1980,15.47
nzl,1981,16.29
nzl,1982,12.25
nzl,1983,8.451
nzl,1984,7.611
nzl,1985,14.52
nzl,1986,17.36
nzl,1987,10.73
nzl,1988,7.731
nzl,1989,5.261
nzl,1990,2.464
nzl,1991,1.114
nzl,1992,1.964
nzl,1993,1.65
nzl,1994,1.874
nzl,1995,1.963
nzl,1996,1.35
nzl,1997,1.946
nzl,1998,1.397
nzl,1999,0.7957
nzl,2000,2.994
nzl,2001,3.779
nzl,2002,0.2185
nzl,2003,2.477
nzl,2004,3.174
nzl,2005,2.238
nzl,2006,4.235
nzl,2007,4.935
nzl,2008,3.404
nzl,2009,1.686
nzl,2010,3.487
nic,1961,0.0434
nic,1962,-1.252
nic,1963,0.4273
nic,1964,5.073
nic,1965,1.323
nic,1966,3.661
nic,1967,1.266
nic,1968,4.49
nic,1969,1.172
nic,1970,2.439
nic,1971,3.032
nic,1972,4.251
nic,1973,16.66
nic,1974,21.79
nic,1975,4.732
nic,1976,10.43
nic,1977,11.85
nic,1978,3.771
nic,1979,31.66
nic,1980,36.98
nic,1981,11.72
nic,1982,16.75
nic,1983,11
nic,1984,38.96
nic,1985,167.2
nic,1986,281.5
nic,1987,523.1
nic,1988,13610
nic,1989,4709
nic,1990,5018
nic,1991,4524
nic,1992,23.67
nic,1993,20.39
nic,1994,80.12
nic,1995,13.39
nic,1996,9.607
nic,1997,9.778
nic,1998,14.03
nic,1999,9.227
nic,2000,8.566
nic,2001,7.241
nic,2002,3.248
nic,2003,5.331
nic,2004,9.051
nic,2005,9.867
nic,2006,8.229
nic,2007,9.671
nic,2008,15
nic,2009,3.911
nic,2010,6.591
nic,2011,11.09
ner,1961,3.394
ner,1962,-0.8428
ner,1963,0.7615
ner,1964,-0.719
ner,1965,8.077
ner,1966,4.958
ner,1967,-5.219
ner,1968,-3.42
ner,1969,8.443
ner,1970,7.137
ner,1971,0.5998
ner,1972,3.361
ner,1973,35.84
ner,1974,7.647
ner,1975,-6.393
ner,1976,12.42
ner,1977,15.75
ner,1978,11.21
ner,1979,4.587
ner,1980,20.82
ner,1981,10.63
ner,1982,10.6
ner,1983,8.804
ner,1984,11.72
ner,1985,-5.904
ner,1986,-4.207
ner,1987,1.699
ner,1988,-5.325
ner,1989,1.423
ner,1990,-1.598
ner,1991,-5.138
ner,1992,1.1
ner,1993,-0.1422
ner,1994,32.71
ner,1995,5.422
ner,1996,4.733
ner,1997,3.098
ner,1998,3
ner,1999,2.002
ner,2000,4.515
ner,2001,3.984
ner,2002,2.998
ner,2003,-0.3439
ner,2004,1.492
ner,2005,6.57
ner,2006,0.3013
ner,2007,4.338
ner,2008,7.583
ner,2009,4.112
ner,2010,0.00591
ner,2011,3.57
nga,1961,6.257
nga,1962,5.565
nga,1963,-3.095
nga,1964,2.428
nga,1965,0.8644
nga,1966,13.19
nga,1967,-3.007
nga,1968,1.221
nga,1969,2.706
nga,1970,51.28
nga,1971,1.348
nga,1972,2.893
nga,1973,5.347
nga,1974,43.95
nga,1975,23.5
nga,1976,14.35
nga,1977,10.71
nga,1978,13.91
nga,1979,11.49
nga,1980,12.42
nga,1981,16.21
nga,1982,2.609
nga,1983,16.14
nga,1984,16.95
nga,1985,3.689
nga,1986,-1.499
nga,1987,50.08
nga,1988,21.38
nga,1989,44.38
nga,1990,7.161
nga,1991,20.17
nga,1992,83.62
nga,1993,52.64
nga,1994,27.77
nga,1995,55.97
nga,1996,36.9
nga,1997,1.361
nga,1998,-5.551
nga,1999,12.29
nga,2000,38.17
nga,2001,10.74
nga,2002,31.47
nga,2003,11.2
nga,2004,20.73
nga,2005,19.76
nga,2006,19.56
nga,2007,4.809
nga,2008,10.97
nga,2009,-4.46
nga,2010,9.313
nga,2011,15.05
nor,1961,2.648
nor,1962,4.766
nor,1963,3.393
nor,1964,4.722
nor,1965,4.775
nor,1966,3.977
nor,1967,2.965
nor,1968,4.424
nor,1969,4.196
nor,1970,12.81
nor,1971,6.36
nor,1972,5.509
nor,1973,8.682
nor,1974,11.33
nor,1975,8.859
nor,1976,7.796
nor,1977,8.153
nor,1978,6.238
nor,1979,5.708
nor,1980,13.16
nor,1981,12.91
nor,1982,10.49
nor,1983,6.959
nor,1984,6.184
nor,1985,5.154
nor,1986,-0.669
nor,1987,7.196
